id,fact,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
121,0.6666666666666666,-0.5528150200843811,-0.6998552083969116,[0.8274750709533691],[0.5483436584472656],[0.6595937609672546],[0.9534883720930233],[0.2578616352201258],[0.40594059070826394],[0.8703703703703703],[0.16666666666666666],[0.2797619020642007],[0.9534883720930233],[0.2578616352201258],[0.40594059070826394],[0.11783186255038207],[9.871742677130652e-232],[0.204166273546998],0.9414839687161464,0.5285703139440423,0.762851285631732,0.7906916481139366,0.6940377492299037
122,0.6666666666666666,-0.8429843187332153,-0.760601818561554,[0.7421821355819702],[0.4922388792037964],[0.5919064879417419],[1.0],[0.21359223300970873],[0.35199999709952007],[0.92],[0.13569321533923304],[0.23650385380086045],[1.0],[0.21359223300970873],[0.35199999709952007],[0.10234012533774835],[7.992219124248642e-232],[0.17662806358420124],0.7320383677228911,0.9051018152451926,0.9299154359282923,0.8758916739279989,0.9036363083671612
123,1.0,-1.3490774631500244,-1.0130457878112793,[0.7226813435554504],[0.4904429316520691],[0.5843324661254883],[0.975609756097561],[0.2185792349726776],[0.35714285415218433],[0.8775510204081632],[0.13870967741935483],[0.23955431519153328],[0.975609756097561],[0.2185792349726776],[0.35714285415218433],[0.1062682791270622],[9.50440384721771e-232],[0.1777548644610092],0.972759088490482,0.7975534260079633,0.9022529931966553,0.822400371003377,0.8407355967359985
124,1.0,-0.5758791565895081,-0.6025714874267578,[0.7564308643341064],[0.5218279361724854],[0.617600679397583],[0.9791666666666666],[0.24867724867724866],[0.39662446934358814],[0.9038461538461539],[0.1598639455782313],[0.2716762980239902],[0.9791666666666666],[0.24867724867724866],[0.39662446934358814],[0.13193893420509728],[7.919883909890055e-232],[0.179939159104626],0.939401109325825,0.9513244231159328,0.9582192436373583,0.8353317493560466,0.9149584720364459
125,1.0,-1.0694905519485474,-0.4507233500480652,[0.8053683042526245],[0.5548537969589233],[0.6570422053337097],[0.9795918367346939],[0.26229508196721313],[0.41379310011630505],[0.8833333333333333],[0.17207792207792208],[0.2880434755316636],[0.9795918367346939],[0.26229508196721313],[0.41379310011630505],[0.1519037133853104],[8.444234747540162e-232],[0.18592906361425987],0.9846324038850686,0.9787700239738717,0.9503843187235135,0.8783872612206883,0.9358472013060245
126,1.0,-0.3201601803302765,-0.328088104724884,[0.8575128316879272],[0.6252034902572632],[0.7231592535972595],[1.0],[0.378698224852071],[0.5493562191913648],[0.9753086419753086],[0.27526132404181186],[0.42934782265373944],[1.0],[0.378698224852071],[0.5493562191913648],[0.22530506953554946],[8.972141065609098e-232],[0.31482351233116135],0.9781312814263788,0.9483431816386381,0.9661943702186476,0.8800265622481955,0.9315213713684938
127,0.3333333333333333,-1.8855842351913448,-2.0205600261688232,[0.6933281421661377],[0.46688973903656006],[0.558012068271637],[0.9722222222222222],[0.1715686274509804],[0.2916666641166667],[0.6585365853658537],[0.08307692307692308],[0.1475409816170982],[0.9722222222222222],[0.1715686274509804],[0.2916666641166667],[0.10133171912832928],[1.0948551819675659e-231],[0.04330137710238502],0.7066177619844533,0.6357104728882267,0.7383789278345468,0.8947997313996554,0.756296377374143
128,0.3333333333333333,-3.32366943359375,-2.6014537811279297,[0.7430493831634521],[0.4446704685688019],[0.556380569934845],[0.96],[0.12],[0.2133333313580247],[0.7777777777777778],[0.06774193548387097],[0.1246290786447006],[0.92],[0.115],[0.20444444246913582],[0.07009415972110514],[9.181748633447778e-232],[0.005660449626434749],0.6669666006566755,0.160186536296143,0.6083204827851038,0.6359519378540899,0.46815298564511226
129,0.6666666666666666,-0.4919154047966003,-0.6724908351898193,[0.8129549622535706],[0.5734602212905884],[0.6725219488143921],[0.9838709677419355],[0.3333333333333333],[0.4979591798930446],[0.9466666666666667],[0.221875],[0.3594936678096459],[0.9838709677419355],[0.3333333333333333],[0.4979591798930446],[0.2153283948571683],[8.642045500889408e-232],[0.23837628372107855],0.6699350822118414,0.197349347456509,0.641483265778576,0.5757919108302205,0.4715415080217685
130,1.0,-0.9358441829681396,-0.5940176844596863,[0.7449672818183899],[0.5312032699584961],[0.6201820969581604],[1.0],[0.23529411764705882],[0.38095237786848074],[0.9565217391304348],[0.14915254237288136],[0.25806451379503104],[1.0],[0.23529411764705882],[0.38095237786848074],[0.1171979102642901],[8.147480343967206e-232],[0.20119210195177994],0.9914669683518684,0.9778409140639782,0.9688804774320662,0.855547570702218,0.9340896540660873
131,1.0,-0.54759681224823,-0.6831195950508118,[0.8002647161483765],[0.5662077069282532],[0.6631909012794495],[0.9848484848484849],[0.3551912568306011],[0.5220883495175885],[0.9534883720930233],[0.25705329153605017],[0.4049382682598385],[0.9848484848484849],[0.3551912568306011],[0.5220883495175885],[0.2102162515900852],[9.231787263313528e-232],[0.3169610531269693],0.9813513870854336,0.9668308878767726,0.96904509650838,0.7691299529876202,0.9016686457909243
132,1.0,-0.4427629709243774,-0.4738719761371612,[0.8262830376625061],[0.5250890254974365],[0.6421210169792175],[0.9722222222222222],[0.1912568306010929],[0.3196347004491149],[0.9512195121951219],[0.12460063897763578],[0.2203389810027451],[0.9722222222222222],[0.1912568306010929],[0.3196347004491149],[0.09453606418898879],[9.947643045471176e-232],[0.09576023681713441],0.9850103080700376,0.9773479422469813,0.9622915807867584,0.953371896419843,0.9643371398178608
133,0.6666666666666666,-1.1696048974990845,-0.9690093994140624,[0.7482137084007263],[0.540342390537262],[0.6275110244750977],[0.926829268292683],[0.2773722627737226],[0.42696628858919333],[0.7446808510638298],[0.16055045871559634],[0.2641509404781773],[0.926829268292683],[0.2773722627737226],[0.42696628858919333],[0.13775719561521776],[8.06798322521923e-232],[0.20166672857430512],0.9102784150518488,0.9566534444953081,0.9638690030347377,0.6360942779023384,0.8522055751441281
134,1.0,-0.576171338558197,-0.6251365542411804,[0.7837550640106201],[0.605541467666626],[0.6832180023193359],[0.9861111111111112],[0.37967914438502676],[0.5482625442482969],[0.9651162790697675],[0.27759197324414714],[0.43116882769924103],[0.9861111111111112],[0.37967914438502676],[0.5482625442482969],[0.2251358695652174],[9.257324954728539e-232],[0.3320771409230254],0.9506604096338483,0.9838424053458644,0.9485709640224004,0.6438761931530363,0.8587631875071003
135,0.6666666666666666,-1.1516085863113403,-0.6982490420341492,[0.6819795370101929],[0.4610367715358734],[0.5501542091369629],[0.975],[0.20634920634920634],[0.3406113508285502],[0.8571428571428571],[0.11356466876971609],[0.20055710099797489],[0.975],[0.20634920634920634],[0.3406113508285502],[0.110546715626275],[8.319100378795605e-232],[0.12625580431863848],0.9173706975490412,0.8057693373425313,0.8893924273046686,0.639890705758701,0.7783508234686337
136,0.3333333333333333,-2.122772693634033,-1.74651038646698,[0.7262632250785828],[0.4165819585323334],[0.529464840888977],[0.8],[0.12244897959183673],[0.21238937822852222],[0.59375],[0.05846153846153846],[0.10644257539878697],[0.8],[0.12244897959183673],[0.21238937822852222],[0.07630716076497522],[9.72161026064145e-232],[-0.0018646461237989964],0.720521285218994,0.694260904209283,0.8838743391510427,0.8637694795505353,0.813968240970287
137,1.0,-0.7083207964897156,-0.5961328148841858,[0.7478145956993103],[0.5239344239234924],[0.6161684393882751],[0.9318181818181818],[0.24260355029585798],[0.38497652254358705],[0.851063829787234],[0.13157894736842105],[0.22792022560076622],[0.9318181818181818],[0.24260355029585798],[0.38497652254358705],[0.10445211512144209],[9.01666918778251e-232],[0.23435488833859053],0.9261346801719988,0.9611076621214995,0.9327732094950694,0.9109112223617256,0.9349306979927648
138,0.3333333333333333,-1.6098469495773315,-1.2728596925735474,[0.7222417593002319],[0.45696818828582764],[0.5597671270370483],[0.8823529411764706],[0.19736842105263158],[0.3225806421736617],[0.6842105263157895],[0.10236220472440945],[0.1780821895167949],[0.8823529411764706],[0.19736842105263158],[0.3225806421736617],[0.1020902394106814],[8.510469113101058e-232],[0.09280782818184286],0.8706847088910113,0.9653555548037057,0.9569267304726864,0.6299295661578509,0.8507372838114143
139,1.0,-1.1986794471740725,-1.444211721420288,[0.7890733480453491],[0.5793163776397705],[0.6681182980537415],[0.9827586206896551],[0.30158730158730157],[0.4615384579448934],[0.8888888888888888],[0.21122112211221122],[0.3413333302306134],[0.9310344827586207],[0.2857142857142857],[0.4372469599691849],[0.1784288904471609],[9.196617910709463e-232],[0.2142702705911529],0.5544685714013525,0.12242393207858866,0.6168737768419902,0.47774428679115094,0.4056806652372433
140,1.0,-0.4963873624801636,-0.4259519577026367,[0.8209607601165771],[0.525488555431366],[0.6408045887947083],[1.0],[0.2275132275132275],[0.3706896521525714],[0.9433962264150944],[0.15337423312883436],[0.26385224033834354],[1.0],[0.2275132275132275],[0.3706896521525714],[0.13391582364211016],[9.37679901839059e-232],[0.1806325778193777],0.9584769140206192,0.8747792796874548,0.9634989797815011,0.9005908857585637,0.9129563817425065
141,1.0,-0.6485195755958557,-0.4464068412780761,[0.8284422755241394],[0.5255753993988037],[0.6431361436843872],[0.9523809523809523],[0.22346368715083798],[0.3619909471476833],[0.9183673469387755],[0.1461038961038961],[0.2521008379678146],[0.9523809523809523],[0.22346368715083798],[0.3619909471476833],[0.1233185318545435],[9.50440384721771e-232],[0.15901218451258492],0.9303462517873684,0.9813105495354879,0.9447168774268239,0.945291998576192,0.9571064751795012
142,0.3333333333333333,-1.8507908582687376,-1.6009953022003174,[0.7273480892181396],[0.4415299594402313],[0.5494943857192993],[0.9705882352941176],[0.16019417475728157],[0.2749999975680556],[0.7027027027027027],[0.08024691358024691],[0.144044319489875],[0.9705882352941176],[0.16019417475728157],[0.2749999975680556],[0.08467378387593315],[8.510469113101058e-232],[0.054626165979932306],0.5050482472291962,0.12267119691480546,0.7765088757053311,0.7707928629864725,0.5566576452022031
143,1.0,-0.778586745262146,-0.4703174531459808,[0.7410354614257812],[0.5152129530906677],[0.6078273057937622],[0.9565217391304348],[0.22110552763819097],[0.35918367041932536],[0.9230769230769231],[0.16216216216216217],[0.2758620664235699],[0.9565217391304348],[0.22110552763819097],[0.35918367041932536],[0.127680022853931],[7.850707993042515e-232],[0.23957896965684566],0.9731473464033992,0.95094259369614,0.9414576976000274,0.8316743533100018,0.9080248815353897
144,1.0,-0.4133493304252624,-0.3777453005313873,[0.7934113144874573],[0.5545027852058411],[0.6527846455574036],[1.0],[0.3167701863354037],[0.48113207181781775],[0.9841269841269841],[0.21830985915492956],[0.35734870019815795],[1.0],[0.3167701863354037],[0.48113207181781775],[0.14344063298724166],[9.005433441115789e-232],[0.2131082114144045],0.9865326377277516,0.9775107233053507,0.9655181204414287,0.9102144100087499,0.9510810845851765
145,1.0,-0.1360693722963333,-0.2647842764854431,[0.7662683129310608],[0.5648595094680786],[0.6503266096115112],[1.0],[0.345679012345679],[0.5137614640720478],[1.0],[0.27547169811320754],[0.43195265933528243],[1.0],[0.345679012345679],[0.5137614640720478],[0.15979121693096032],[8.642045500889408e-232],[0.29613682130755237],0.9710166642686638,0.9883745979283143,0.9656071183043536,0.9333261009204029,0.9624359390510236
146,0.6666666666666666,-0.8710855841636658,-0.8998567461967468,[0.7879598140716553],[0.5347820520401001],[0.6371413469314575],[0.9636363636363636],[0.3081395348837209],[0.4669603487511887],[0.8870967741935484],[0.19927536231884058],[0.32544378398655516],[0.9636363636363636],[0.3081395348837209],[0.4669603487511887],[0.14939692982456138],[9.039352811507815e-232],[0.23001759949082734],0.7580320771149819,0.9496165315029728,0.9578588674134814,0.401490126093161,0.769655175003205
147,0.6666666666666666,-0.981286346912384,-0.8224958777427673,[0.7746973633766174],[0.483806848526001],[0.5956339240074158],[0.9714285714285714],[0.1691542288557214],[0.2881355906941253],[0.8809523809523809],[0.1167192429022082],[0.2061281316386434],[0.9714285714285714],[0.1691542288557214],[0.2881355906941253],[0.11624059431837858],[9.840085157783916e-232],[0.044969994797398716],0.9856393464833751,0.8243771231116214,0.9358718582236736,0.8012001736738642,0.8538163850030531
148,0.3333333333333333,-1.7970781326293943,-1.884493350982666,[0.7016916275024414],[0.42531174421310425],[0.5296127200126648],[0.92],[0.13855421686746988],[0.24083769405992161],[0.5862068965517241],[0.06772908366533864],[0.12142856957168367],[0.8],[0.12048192771084337],[0.2094240814944766],[0.0906644548688616],[7.601159375410181e-232],[0.0948218951716554],0.3360554145764214,0.2788484113966993,0.5582846654498926,0.5698427632511869,0.4689919466992596
149,1.0,-0.2116727083921432,-0.290264368057251,[0.8846211433410645],[0.505233883857727],[0.6431470513343811],[1.0],[0.22842639593908629],[0.3719008234188239],[0.9827586206896551],[0.16964285714285715],[0.2893400990120849],[1.0],[0.22842639593908629],[0.3719008234188239],[0.11994797505783371],[9.594503055152632e-232],[0.09823828322163264],0.9771554175296804,0.9797589112905737,0.9635459299011955,0.951418590964786,0.9649078107188517
150,1.0,-0.6780290007591248,-0.6903907060623169,[0.8249431252479553],[0.5137837529182434],[0.6332021355628967],[0.9736842105263158],[0.2032967032967033],[0.33636363350578513],[0.9111111111111111],[0.1413793103448276],[0.2447761170773001],[0.9736842105263158],[0.2032967032967033],[0.33636363350578513],[0.10973552413769803],[9.062324668412783e-232],[0.11743030764356788],0.9850525011356532,0.16275383197400553,0.9569581715541431,0.9452362971932828,0.6883161002404772
151,1.0,-1.2207062244415283,-0.9533013701438904,[0.7375773787498474],[0.5128653049468994],[0.6050302386283875],[0.9024390243902439],[0.20555555555555555],[0.3348416259372249],[0.8260869565217391],[0.12459016393442623],[0.21652421424663762],[0.9024390243902439],[0.20555555555555555],[0.3348416259372249],[0.11034673979280926],[8.972141065609098e-232],[0.16719540821420587],0.9602245003863692,0.9011989923721591,0.9608263141913307,0.6787925205302175,0.8469392756979025
152,0.3333333333333333,-1.5540316104888916,-1.994565725326538,[0.7684948444366455],[0.5820925831794739],[0.6624305248260498],[0.984375],[0.3423913043478261],[0.508064512299688],[0.8214285714285714],[0.21495327102803738],[0.3407407374529493],[0.9375],[0.32608695652173914],[0.48387096391259105],[0.18732196560268824],[8.820444599897338e-232],[0.26733734365414386],0.5552706346698754,0.9486906209129069,0.6743859163196596,0.3817157161413866,0.6682640844579844
153,0.0,-3.234339714050293,-3.277122735977173,[0.6107168197631836],[0.398735374212265],[0.4824683964252472],[0.84],[0.10606060606060606],[0.18834080518409782],[0.5151515151515151],[0.052795031055900624],[0.0957746462009919],[0.8],[0.10101010101010101],[0.17937219531862697],[0.06252102316941538],[7.290245807398516e-232],[-0.07782801602755973],0.0705775130360126,0.11137847376973387,0.19845443295912935,0.5767996108268711,0.2955441725185781
154,0.3333333333333333,-2.1170079708099365,-2.292278528213501,[0.7706504464149475],[0.4641273617744446],[0.5793430209159851],[0.8918918918918919],[0.14601769911504425],[0.2509505679243592],[0.6666666666666666],[0.0875],[0.15469613054546566],[0.8648648648648649],[0.1415929203539823],[0.24334600518671665],[0.10168813883876669],[9.206597977384398e-232],[0.032481399895567864],0.4077236736017566,0.7748472086003488,0.7939221324341378,0.7862869353588859,0.7850187587977908
155,0.6666666666666666,-0.6571731567382812,-0.605818510055542,[0.8002473711967468],[0.49322593212127686],[0.6102990508079529],[1.0],[0.22527472527472528],[0.36771300148323915],[0.92],[0.1419753086419753],[0.2459893024964969],[1.0],[0.22527472527472528],[0.36771300148323915],[0.11019087467872629],[1.0049683504181483e-231],[0.14573159601527153],0.8160075066295405,0.9383025573940439,0.9667634032400718,0.9321336522201847,0.9457332042847669
156,0.6666666666666666,-1.26622474193573,-1.2010854482650757,[0.7493988275527954],[0.455297589302063],[0.5664489269256592],[0.9487179487179487],[0.20218579234972678],[0.3333333304370587],[0.8461538461538461],[0.10963455149501661],[0.19411764502785467],[0.9487179487179487],[0.20218579234972678],[0.3333333304370587],[0.09335878441861108],[8.460552185460498e-232],[0.062215721400998736],0.5753217444836766,0.9057759033031109,0.8821563076581193,0.9245718999791382,0.9041680369801228
157,0.6666666666666666,-1.2409071922302246,-1.019852876663208,[0.771651029586792],[0.5045197010040283],[0.6101270914077759],[1.0],[0.22164948453608246],[0.3628691953419146],[0.9183673469387755],[0.14285714285714285],[0.24725274492286559],[1.0],[0.22164948453608246],[0.3628691953419146],[0.11706083137443399],[6.752107625974243e-232],[0.19463634034841482],0.6888407331969653,0.16101235950461842,0.6331275121757032,0.8885834305711846,0.5609077674171687
158,1.0,-1.1980482339859009,-0.9409460425376892,[0.7948325872421265],[0.592269778251648],[0.6787607073783875],[0.9387755102040817],[0.2911392405063291],[0.4444444408308246],[0.8333333333333334],[0.1968503937007874],[0.3184713344882146],[0.9387755102040817],[0.2911392405063291],[0.4444444408308246],[0.1499550013932354],[7.601159375410181e-232],[0.2500889914283755],0.8803721045475635,0.8429015243389751,0.9563303385857743,0.8930339806715057,0.8974219478654183
159,1.0,-0.8016868829727173,-0.5981338024139404,[0.8471253514289856],[0.5622246861457825],[0.675878643989563],[0.9642857142857143],[0.3068181818181818],[0.46551723771700365],[0.918918918918919],[0.22077922077922077],[0.3560209392845591],[0.9642857142857143],[0.3068181818181818],[0.46551723771700365],[0.17789602491842185],[8.094051362019983e-232],[0.16627360406490999],0.9762890768405632,0.9822671389071784,0.9733411363489838,0.937413622468287,0.9643406325748164
160,0.75,-1.852996587753296,-2.3152077198028564,[0.7039549350738525],[0.46031102538108826],[0.5566394925117493],[0.926829268292683],[0.22485207100591717],[0.36190475876235834],[0.625],[0.11320754716981132],[0.19169328813808453],[0.926829268292683],[0.22485207100591717],[0.36190475876235834],[0.14433797909407667],[6.752107625974243e-232],[0.1450274770342862],0.7541060050119754,0.40609809059598645,0.8154394386380404,0.5654252475940162,0.5956542589426811
161,0.6666666666666666,-1.2521867752075195,-1.0545029640197754,[0.7619427442550659],[0.5274540781974792],[0.6233764886856079],[0.9642857142857143],[0.27835051546391754],[0.43199999652352],[0.8461538461538461],[0.17350157728706625],[0.28795811235917335],[0.9464285714285714],[0.27319587628865977],[0.42399999652352005],[0.15594987995198079],[9.857609866842017e-232],[0.18214675163017802],0.7420057791397857,0.7206554045179628,0.8933647431568433,0.6286790787951185,0.7475664088233082
162,0.75,-0.6431685090065002,-0.6037636399269104,[0.8261617422103882],[0.563733696937561],[0.6701730489730835],[1.0],[0.3448275862068966],[0.5128205090072322],[0.9466666666666667],[0.2465277777777778],[0.3911845697242903],[1.0],[0.3448275862068966],[0.5128205090072322],[0.19958173643867924],[8.017078581883202e-232],[0.2354289392357497],0.9703392114643086,0.9426680541088132,0.9457958705264405,0.9338363350781782,0.9407667532378107
163,0.3333333333333333,-1.2003040313720703,-1.1616579294204712,[0.755234956741333],[0.5372260808944702],[0.6278439164161682],[1.0],[0.26744186046511625],[0.42201834529416715],[0.9107142857142857],[0.1650485436893204],[0.27945205219680996],[1.0],[0.26744186046511625],[0.42201834529416715],[0.12704155447431967],[9.708517153143004e-232],[0.19270257732487017],0.8784017887923206,0.1991864767404614,0.8830686919127778,0.5362631356747213,0.5395061014426535
164,0.6666666666666666,-1.1603786945343018,-0.9176269173622132,[0.7418941259384155],[0.5234941244125366],[0.6138467192649841],[0.9473684210526315],[0.33540372670807456],[0.49541284017464865],[0.8840579710144928],[0.22426470588235295],[0.35777125776902513],[0.9473684210526315],[0.33540372670807456],[0.49541284017464865],[0.1412412519335749],[8.844844403089351e-232],[0.23660413385096135],0.975844639457528,0.9839937812717408,0.966542262197095,0.6134787500462674,0.8546715978383678
165,0.3333333333333333,-1.0127156972885132,-1.212925672531128,[0.7772543430328369],[0.4815395474433899],[0.5946624279022217],[0.9772727272727273],[0.2529411764705882],[0.4018691556118439],[0.8723404255319149],[0.1357615894039735],[0.2349570177266197],[0.9772727272727273],[0.2529411764705882],[0.4018691556118439],[0.11445442058608044],[9.641193013181824e-232],[0.10304459335657778],0.800959855947368,0.8394206055724217,0.8771219858274284,0.7646963565684358,0.827079649322762
166,1.0,-0.6380204558372498,-0.7713767886161804,[0.8041722774505615],[0.5443753004074097],[0.6492488980293274],[0.9827586206896551],[0.30978260869565216],[0.47107437652072953],[0.9402985074626866],[0.19936708860759494],[0.32898172035094664],[0.9827586206896551],[0.30978260869565216],[0.47107437652072953],[0.15609911692607575],[1.0555194322292989e-231],[0.24422642482093493],0.9339602243585636,0.914355675248058,0.9399291777725812,0.9378158290253108,0.93070022734865
167,0.6666666666666666,-0.6135607957839966,-0.6124073266983032,[0.7613773345947266],[0.5402735471725464],[0.632046639919281],[1.0],[0.2926829268292683],[0.4528301851762193],[0.8947368421052632],[0.19767441860465115],[0.3238095208453515],[1.0],[0.2926829268292683],[0.4528301851762193],[0.15786433456427484],[9.74806386640271e-232],[0.2566981267652294],0.9825613525583416,0.9719853733056887,0.9207433948672774,0.8400128649453062,0.9109138777060908
168,0.3333333333333333,-1.48170268535614,-1.4883439540863037,[0.6873103976249695],[0.46932822465896606],[0.5577786564826965],[0.972972972972973],[0.20689655172413793],[0.3412322245960334],[0.8260869565217391],[0.12063492063492064],[0.21052631356573387],[0.972972972972973],[0.20689655172413793],[0.3412322245960334],[0.10115277365766835],[9.689041594391036e-232],[0.1027975272784365],0.514219921700685,0.21847306433656738,0.736016105330889,0.38225383722043055,0.4455810022959623
169,0.3333333333333333,-1.9822596311569207,-2.352302312850952,[0.7236163020133972],[0.5005930662155151],[0.5917898416519165],[0.90625],[0.14720812182741116],[0.25327510676607995],[0.6097560975609756],[0.08680555555555555],[0.1519756817087795],[0.90625],[0.14720812182741116],[0.25327510676607995],[0.122743782702866],[6.921464794211712e-232],[0.10998042250630158],0.6431401218565496,0.08922256679996635,0.38481368936667204,0.3728571285386563,0.2822977949017649
170,1.0,-0.6611346006393433,-0.5070708394050598,[0.8202775716781616],[0.5944632887840271],[0.6893487572669983],[0.9836065573770492],[0.32432432432432434],[0.48780487431918834],[0.9324324324324325],[0.21495327102803738],[0.34936708556269835],[0.9836065573770492],[0.32432432432432434],[0.48780487431918834],[0.14787095485264004],[9.196617910709463e-232],[0.2720625817702125],0.9756783259118984,0.9385479981690878,0.9663701906424187,0.9325284077513292,0.9458155321876118
171,0.6666666666666666,-1.160751461982727,-0.8696880340576172,[0.8042073845863342],[0.4843539893627167],[0.6045829057693481],[0.9302325581395349],[0.19704433497536947],[0.32520324914766346],[0.8666666666666667],[0.121875],[0.21369862797522987],[0.9302325581395349],[0.19704433497536947],[0.32520324914766346],[0.11787764192877943],[1.077698097414162e-231],[0.05486182206972845],0.979459788188163,0.4226998266721512,0.8518028157710519,0.9325802301177449,0.7356942908536493
172,0.6666666666666666,-1.116774320602417,-1.1942050457000732,[0.7889401912689209],[0.5514506101608276],[0.6491562724113464],[0.9583333333333334],[0.25],[0.39655172085612367],[0.8448275862068966],[0.1526479750778816],[0.258575195296886],[0.9583333333333334],[0.25],[0.39655172085612367],[0.12486097520111125],[8.477028509227734e-232],[0.16406912996403233],0.6614002169881286,0.2939995605248298,0.7242536848479221,0.912883837301853,0.643712360891535
173,1.0,-0.7693558931350708,-0.7340861558914185,[0.7710824608802795],[0.5281343460083008],[0.6268933415412903],[1.0],[0.22043010752688172],[0.3612334772163248],[0.9387755102040817],[0.15593220338983052],[0.26744185802207276],[1.0],[0.22043010752688172],[0.3612334772163248],[0.1126142525436022],[8.886273379203676e-232],[0.1773480819772737],0.9725906505820991,0.9766199589100101,0.9537623762110748,0.9165729422826812,0.9489850924679221
174,1.0,-0.792840838432312,-0.6161623597145081,[0.8121117353439331],[0.605438232421875],[0.6937088370323181],[0.9622641509433962],[0.30177514792899407],[0.45945945582460845],[0.8985507246376812],[0.21453287197231835],[0.3463687119720047],[0.9622641509433962],[0.30177514792899407],[0.45945945582460845],[0.1506504301353241],[8.147480343967206e-232],[0.27066228981745133],0.9075813989595676,0.7453612122097536,0.9667799714630306,0.9246316493116256,0.87892427766147
175,1.0,-0.3010501861572265,-0.4915924966335296,[0.7837892770767212],[0.5583430528640747],[0.6521313786506653],[1.0],[0.3333333333333333],[0.4999999962500001],[1.0],[0.2697095435684647],[0.4248365979612543],[1.0],[0.3333333333333333],[0.4999999962500001],[0.14318195996449026],[9.38504236614691e-232],[0.26986745142597535],0.988264408566419,0.898020559745047,0.9711260514785605,0.949595308172284,0.9395806397986305
176,1.0,-1.410555720329285,-1.3389389514923096,[0.7915224432945251],[0.5372312664985657],[0.6400442719459534],[0.9302325581395349],[0.23121387283236994],[0.3703703671814986],[0.8297872340425532],[0.12786885245901639],[0.22159090677702092],[0.9302325581395349],[0.23121387283236994],[0.3703703671814986],[0.10033302023738368],[8.928691163795855e-232],[0.20235150599412044],0.9317315450097734,0.7034336922662299,0.8083816640511233,0.4210409500284283,0.6442854354485938
177,1.0,-0.90810626745224,-0.7793969511985779,[0.749321460723877],[0.4518125057220459],[0.5637219548225403],[1.0],[0.16216216216216217],[0.27906976504056247],[0.875],[0.08668730650154799],[0.15774647723292998],[1.0],[0.16216216216216217],[0.27906976504056247],[0.06741132667058593],[9.788429383461836e-232],[-0.004051494366306141],0.9769531772470108,0.9887713269368629,0.969820846323449,0.9451810365160509,0.9679244032587876
178,1.0,-0.6308771967887878,-0.5212917923927307,[0.7931489944458008],[0.5573170185089111],[0.654641330242157],[1.0],[0.2826086956521739],[0.44067796266590065],[0.96875],[0.19682539682539682],[0.32717677819564056],[1.0],[0.2826086956521739],[0.44067796266590065],[0.14308024265828154],[9.929306298309508e-232],[0.21232347176748378],0.9203151808630626,0.9784062701817975,0.9523101207414575,0.932617174555744,0.954444521826333
179,1.0,-0.5546184182167053,-0.3874693214893341,[0.7861720323562622],[0.5998384952545166],[0.6804800033569336],[0.9148936170212766],[0.2621951219512195],[0.40758293492599007],[0.8524590163934426],[0.1918819188191882],[0.3132530090486646],[0.9148936170212766],[0.2621951219512195],[0.40758293492599007],[0.16042085707389503],[8.972141065609098e-232],[0.3135077319713533],0.9441697592700984,0.9843984067860212,0.9641855113339232,0.9410965035756194,0.9632268072318545
180,0.6666666666666666,-1.0085211992263794,-1.0618538856506348,[0.7540881037712097],[0.520706057548523],[0.6160339713096619],[0.95],[0.20540540540540542],[0.3377777748543211],[0.8297872340425532],[0.12380952380952381],[0.2154696110001221],[0.95],[0.20540540540540542],[0.3377777748543211],[0.10139339875111505],[1.019432043742309e-231],[0.14026778505365445],0.6534576854278139,0.002876457548726768,0.6513395206020487,0.6036124923254232,0.4192761568253996
181,1.0,-1.4750373363494873,-1.003866195678711,[0.8337926864624023],[0.4359433352947235],[0.5725384950637817],[0.967741935483871],[0.16574585635359115],[0.2830188654276433],[0.8181818181818182],[0.0903010033444816],[0.16265060061928435],[0.967741935483871],[0.16574585635359115],[0.2830188654276433],[0.07874218385767998],[8.726094729337945e-232],[0.0870133439819949],0.9848502150799092,0.9609651594419917,0.91185823661774,0.8119371540922403,0.8949201833839906
182,1.0,-0.8643378615379333,-0.7358832359313965,[0.8316367864608765],[0.5928014516830444],[0.6921963691711426],[0.9607843137254902],[0.28],[0.43362831508927885],[0.8548387096774194],[0.17845117845117844],[0.295264621097912],[0.9607843137254902],[0.28],[0.43362831508927885],[0.16544517171254128],[9.48688413430962e-232],[0.28111817824023855],0.9781338483568324,0.9733444439912203,0.962303319090156,0.9221782591982024,0.9526086740931928
