id,fact,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
122,1.0,-1.560726761817932,-2.1911866664886475,[0.6847015023231506],[0.4342518448829651],[0.531448245048523],[0.85],[0.06967213114754098],[0.12878787738751146],[0.55],[0.024608501118568233],[0.04710920688893067],[0.85],[0.06967213114754098],[0.12878787738751146],[0.022077375946173258],[8.412065649527267e-232],[0.03076254139069723],0.0646769609081634,0.9415253703936757,0.9390073930773556,0.9379049594760752,0.9394792409823688
123,0.0,-1.875603199005127,-2.3664729595184326,[0.7294985055923462],[0.4483746588230133],[0.5553885698318481],[0.85],[0.07692307692307693],[0.1410788366522615],[0.3181818181818182],[0.01856763925729443],[0.035087718256292394],[0.85],[0.07692307692307693],[0.1410788366522615],[0.031660576474043266],[1.0832677820940877e-231],[-0.018132682501366792],0.6202180783579637,0.8892697916481642,0.8448366258952937,0.8407186386485216,0.8582750187306599
124,1.0,-1.8977861404418943,-1.827709436416626,[0.6469036936759949],[0.37467658519744873],[0.47451910376548767],[0.8823529411764706],[0.06382978723404255],[0.11904761778943058],[0.3684210526315789],[0.01569506726457399],[0.030107526097907296],[0.8823529411764706],[0.06382978723404255],[0.11904761778943058],[0.023413585580129043],[1.012071042130996e-231],[-0.026018168546856346],0.8635137961833287,0.8367181950290518,0.8167601787234545,0.9372403621839941,0.8635729119788335
125,0.0,-1.5808318853378296,-1.5578811168670654,[0.6645423769950867],[0.41709133982658386],[0.5125114917755127],[0.8],[0.0625],[0.11594202764125185],[0.4],[0.01812688821752266],[0.03468208009539245],[0.7333333333333333],[0.057291666666666664],[0.10628019189245957],[0.028033978322407626],[1.0669733992029681e-231],[-0.039758950645500724],0.7812525981077915,0.9003497807752234,0.8837530557282017,0.9572498741496838,0.9137842368843696
126,1.0,-1.6471073627471924,-2.1840686798095703,[0.6770442724227905],[0.4332972764968872],[0.5284165740013123],[0.7391304347826086],[0.06589147286821706],[0.12099643977811833],[0.375],[0.018867924528301886],[0.035928142800387274],[0.6956521739130435],[0.06201550387596899],[0.11387900205569838],[0.025167715060059558],[1.312319241431207e-231],[-0.040995910682095626],0.9343249875250718,0.9190916229834806,0.8739263793716303,0.941527747201775,0.9115152498522953
127,0.0,-2.433886766433716,-2.527630090713501,[0.6757519245147705],[0.40137922763824463],[0.5036207437515259],[0.6428571428571429],[0.04205607476635514],[0.07894736726839029],[0.15384615384615385],[0.005917159763313609],[0.011396010682705541],[0.6428571428571429],[0.04205607476635514],[0.07894736726839029],[0.018034265103697024],[1.1008876702055895e-231],[-0.13261247484893612],0.1392705181757992,0.6142899795176054,0.6177866144035086,0.9596088765028671,0.7305618234746604
128,1.0,-1.0711251497268677,-1.3240259885787964,[0.7025268077850342],[0.4338094890117645],[0.5363953709602356],[0.8823529411764706],[0.07246376811594203],[0.13392857002590883],[0.5294117647058824],[0.02556818181818182],[0.0487804869259186],[0.8235294117647058],[0.06763285024154589],[0.12499999859733738],[0.02922359011653074],[8.726094729337945e-232],[-0.0009691344366884458],0.9370936414073046,0.9263474469166851,0.9247671750247805,0.953902662897788,0.9350057616130846
129,1.0,-1.1083738803863523,-1.038195013999939,[0.7620865106582642],[0.4349263310432434],[0.5537976622581482],[0.7894736842105263],[0.05859375],[0.109090907804562],[0.5555555555555556],[0.023310023310023312],[0.044742728533549554],[0.7368421052631579],[0.0546875],[0.10181818053183472],[0.021716308454958557],[8.614911585158347e-232],[-0.022843727634701327],0.7131958160233612,0.9639190640001443,0.9602320230913247,0.9462788493943092,0.9568099788285926
130,0.0,-2.2374489307403564,-2.376826763153076,[0.7191283702850342],[0.4411218464374542],[0.5468186736106873],[0.8333333333333334],[0.09740259740259741],[0.17441860277717688],[0.3333333333333333],[0.023166023166023165],[0.043321298423803285],[0.8333333333333334],[0.09740259740259741],[0.17441860277717688],[0.04830689828801611],[1.0244914152188952e-231],[-0.014688774637352298],0.8220396484087091,0.9040626003764826,0.8891347870678168,0.9465389568337069,0.9132454480926687
131,0.0,-1.8893368244171145,-2.0484607219696045,[0.7156972885131836],[0.43533310294151306],[0.5413700938224792],[1.0],[0.10638297872340426],[0.19230769056952665],[0.625],[0.033783783783783786],[0.06410256312952006],[1.0],[0.10638297872340426],[0.19230769056952665],[0.03544774738317434],[1.1409851298103347e-231],[0.04045415510392336],0.9275757394997556,0.9697708778660104,0.9652612641776038,0.9608702858531565,0.9653008092989236
132,0.0,-1.2103517055511477,-1.5822384357452393,[0.7241231799125671],[0.4271128475666046],[0.5373047590255737],[0.9444444444444444],[0.0776255707762557],[0.14345991420819315],[0.55],[0.029490616621983913],[0.05597964279988865],[0.9444444444444444],[0.0776255707762557],[0.14345991420819315],[0.029139072847682117],[1.1896457329133973e-231],[-0.03214512057207464],0.919455460844484,0.9294959047037225,0.933375647901467,0.9393740339315503,0.9340818621789132
133,0.0,-1.5807563066482544,-1.712310791015625,[0.7259670495986938],[0.48750680685043335],[0.5833069682121277],[0.9523809523809523],[0.1388888888888889],[0.24242424020275485],[0.5909090909090909],[0.0546218487394958],[0.09999999845088758],[0.7619047619047619],[0.1111111111111111],[0.19393939171790633],[0.06975687343785503],[1.0832677820940877e-231],[0.07000612545961016],0.1951435871694437,0.9673750531135235,0.9666238713708054,0.9276378891169428,0.9538789378670905
134,0.0,-1.5603759288787842,-2.00640869140625,[0.6974483132362366],[0.3915712237358093],[0.5015533566474915],[0.9285714285714286],[0.06467661691542288],[0.12093023134061653],[0.46153846153846156],[0.018575851393188854],[0.03571428497041526],[0.8571428571428571],[0.05970149253731343],[0.11162790575922121],[0.03350593968930855],[9.257324954728539e-232],[-0.07705541371700164],0.9158920391114816,0.9117209915539037,0.8798110146967335,0.9158431410971272,0.9024583824492548
135,1.0,-2.193629264831543,-2.17763900756836,[0.7079836130142212],[0.421841561794281],[0.5286781191825867],[0.625],[0.05847953216374269],[0.10695187009293947],[0.3333333333333333],[0.020080321285140562],[0.037878786806990396],[0.5],[0.04678362573099415],[0.08556149576138868],[0.03772743620947041],[8.972141065609098e-232],[-0.06626354183104954],0.3463617531032741,0.8964025087985521,0.8927659985554792,0.9289469462227773,0.9060384845256029
136,1.0,-1.8673720359802248,-1.8358646631240845,[0.6607486009597778],[0.40568217635154724],[0.5027122497558594],[0.7857142857142857],[0.05641025641025641],[0.10526315664476547],[0.46153846153846156],[0.0182370820668693],[0.035087718566909495],[0.7857142857142857],[0.05641025641025641],[0.10526315664476547],[0.020063055316709655],[9.257324954728539e-232],[-0.044678039169272044],0.9740405282096062,0.9577141423387936,0.9575092479618762,0.7625618791124185,0.8925950898043628
137,1.0,-1.4344388246536257,-1.3973034620285034,[0.692577064037323],[0.3390676975250244],[0.45525458455085754],[0.9],[0.029508196721311476],[0.05714285652809273],[0.5],[0.01016260162601626],[0.019920318334629615],[0.8],[0.02622950819672131],[0.050793650178886374],[0.01122678097570933],[9.788429383461836e-232],[-0.15525450818994457],0.879714812689357,0.9564416119103127,0.952507217705579,0.9074820703041045,0.9388102999733321
138,0.0,-2.0264041423797607,-1.9281035661697388,[0.675582766532898],[0.3937568664550781],[0.4975320100784302],[0.8235294117647058],[0.05166051660516605],[0.09722222111135224],[0.25],[0.009237875288683603],[0.01781737125034105],[0.7647058823529411],[0.04797047970479705],[0.09027777666690781],[0.022007492690058483],[1.0518351895246305e-231],[-0.040783853150343496],0.0200989483397746,0.8234276650319935,0.7946279665327365,0.9179585312190234,0.8453380542612511
139,1.0,-1.62552011013031,-1.765162229537964,[0.7362027168273926],[0.41315317153930664],[0.5292781591415405],[0.9444444444444444],[0.10967741935483871],[0.19653179004310203],[0.6666666666666666],[0.04838709677419355],[0.09022556264797334],[0.6666666666666666],[0.07741935483870968],[0.13872832183500955],[0.04996022473873724],[1.2183324802375697e-231],[-0.06384845618027257],0.9541298011846862,0.9765814546621553,0.9737142292174904,0.970672569444491,0.9736560844413789
140,0.0,-1.5565258264541626,-1.7393784523010254,[0.7138630747795105],[0.4138351380825043],[0.5239374041557312],[0.7142857142857143],[0.05813953488372093],[0.10752688032836168],[0.46153846153846156],[0.021505376344086023],[0.04109588956018955],[0.7142857142857143],[0.05813953488372093],[0.10752688032836168],[0.02502025168607061],[9.257324954728539e-232],[-0.029172696001093845],0.6027556372181949,0.9457554432409259,0.9458362153112255,0.9157356508604727,0.9357757698042081
141,0.0,-2.1936354637146,-2.1335365772247314,[0.6786026358604431],[0.4061678349971771],[0.5081749558448792],[0.8571428571428571],[0.06060606060606061],[0.11320754593627626],[0.6153846153846154],[0.02346041055718475],[0.045197739405502896],[0.8571428571428571],[0.06060606060606061],[0.11320754593627626],[0.024313374350609044],[1.2183324802375697e-231],[-0.04613532374845586],0.5721434216069444,0.979368063452332,0.9762330179780301,0.9576621268711004,0.9710877361004875
142,1.0,-1.2703009843826294,-1.735994815826416,[0.7120655179023743],[0.40371546149253845],[0.5152837038040161],[1.0],[0.11052631578947368],[0.19905213090900928],[0.6666666666666666],[0.0446927374301676],[0.08376963233025413],[1.0],[0.11052631578947368],[0.19905213090900928],[0.040116444311967744],[1.1302704678971024e-231],[-0.013980943128805823],0.5409376104406742,0.9784855104171177,0.9744476600236343,0.9615684211306277,0.9715005305237933
143,1.0,-1.9164164066314693,-2.02079176902771,[0.6621184945106506],[0.39541181921958923],[0.49513375759124756],[0.8823529411764706],[0.08333333333333333],[0.15228426238243706],[0.058823529411764705],[0.0037174721189591076],[0.006993005874859586],[0.6470588235294118],[0.06111111111111111],[0.1116751253265995],[0.03200301204819277],[1.1484186507842885e-231],[-0.12599415654161294],0.8008949451961406,0.8855218009056599,0.8740234331052851,0.9542604569636312,0.9046018969915254
144,0.0,-1.8094452619552608,-1.7463252544403076,[0.7492336630821228],[0.4646427631378174],[0.5735772848129272],[0.7647058823529411],[0.08280254777070063],[0.14942528559320914],[0.4444444444444444],[0.032388663967611336],[0.06037735722435033],[0.7647058823529411],[0.08280254777070063],[0.14942528559320914],[0.037171881173449224],[1.1337861261109773e-231],[-0.03718839120476236],0.6859309754764537,0.9556560433284929,0.9472306643671435,0.9452030577677185,0.9493632551544516
145,0.0,-1.688183307647705,-2.452152967453003,[0.6736732721328735],[0.4606156349182129],[0.5471347570419312],[0.6666666666666666],[0.09345794392523364],[0.16393442407282988],[0.2727272727272727],[0.025210084033613446],[0.04615384460473378],[0.6333333333333333],[0.08878504672897196],[0.1557377027613545],[0.046192066923055324],[1.1722739790570059e-231],[0.016338633658714796],0.0045185627950426,0.9070776765123466,0.894028672490006,0.9151322769488224,0.9054128753170584
146,0.0,-2.268539905548096,-1.8934364318847656,[0.6856073141098022],[0.43024447560310364],[0.5287060141563416],[0.8571428571428571],[0.07547169811320754],[0.13872832221190148],[0.38461538461538464],[0.019305019305019305],[0.03676470497215616],[0.7142857142857143],[0.06289308176100629],[0.11560693492866451],[0.03394056246260222],[1.2183324802375697e-231],[-0.052813143212649294],0.3794547263088483,0.26006166871513775,0.2375807353977101,0.9433357726416891,0.48032605891817903
147,1.0,-2.0978550910949707,-2.098466396331787,[0.6580761671066284],[0.37944692373275757],[0.48134830594062805],[0.7894736842105263],[0.06224066390041494],[0.11538461402988166],[0.2222222222222222],[0.008695652173913044],[0.016736400948862973],[0.6842105263157895],[0.05394190871369295],[0.09999999864526628],[0.02316981451936732],[1.0244914152188952e-231],[-0.0530337720585532],0.9766467726008126,0.90890619779417,0.9034347844169378,0.9459383308936415,0.919426437701583
148,1.0,-1.3430575132369995,-1.47807514667511,[0.68177330493927],[0.37606820464134216],[0.4847479462623596],[0.9375],[0.06578947368421052],[0.12295081844665413],[0.5882352941176471],[0.02386634844868735],[0.0458715588836167],[0.9375],[0.06578947368421052],[0.12295081844665413],[0.02894042232277527],[8.726094729337945e-232],[-0.010386943097271395],0.8746297454168455,0.8689122559226446,0.8642072472695095,0.9610561456619697,0.8980585496180412
149,0.0,-2.2121832370758057,-2.524479389190674,[0.6432130932807922],[0.41649457812309265],[0.5056012868881226],[0.7368421052631579],[0.08588957055214724],[0.15384615197621063],[0.2631578947368421],[0.0196078431372549],[0.036496349074271454],[0.5789473684210527],[0.06748466257668712],[0.12087911900917765],[0.03873972180417577],[1.1200407237786664e-231],[-0.0341525182437834],0.609144327683738,0.8123140757737559,0.7721156086088153,0.9499513660749855,0.8447936834858522
150,0.0,-0.6038873791694641,-0.833396315574646,[0.7890442609786987],[0.4521835148334503],[0.5749030709266663],[0.9411764705882353],[0.09411764705882353],[0.1711229929995139],[0.75],[0.041237113402061855],[0.07817589477745124],[0.9411764705882353],[0.09411764705882353],[0.1711229929995139],[0.03431462377877668],[1.0518351895246305e-231],[-0.034021597018283556],0.7516630216316091,0.9761836968022218,0.9713963262574714,0.9397381484782946,0.9624393905126626
151,0.0,-0.9103862047195436,-1.1910746097564695,[0.7559129595756531],[0.39146173000335693],[0.5158053636550903],[0.8947368421052632],[0.09340659340659341],[0.1691542271438826],[0.7777777777777778],[0.04281345565749235],[0.08115941930081916],[0.8947368421052632],[0.09340659340659341],[0.1691542271438826],[0.0347246322856656],[1.0244914152188952e-231],[-0.01573121022745405],0.977217272704936,0.9753135529613765,0.9703895963205393,0.9565945610924124,0.967432570124776
152,1.0,-2.067136526107788,-1.9190459251403809,[0.6756664514541626],[0.390298068523407],[0.494784414768219],[0.9333333333333333],[0.0673076923076923],[0.12556053686179092],[0.35714285714285715],[0.01557632398753894],[0.029850745467765675],[0.8666666666666667],[0.0625],[0.11659192699632007],[0.027265611706653054],[9.109159947227211e-232],[-0.08016711420458456],0.9845995067237132,0.9350701555311909,0.921208159823296,0.9529751684816329,0.9364178279453732
153,0.0,-2.422615528106689,-2.2073123455047607,[0.6368699073791504],[0.39794236421585083],[0.48982322216033936],[0.6],[0.04591836734693878],[0.08530805555131288],[0.14285714285714285],[0.0061162079510703364],[0.0117302044911895],[0.5333333333333333],[0.04081632653061224],[0.07582938256553087],[0.02521519153689467],[1.0832677820940877e-231],[-0.1010817147806089],0.935403037305493,0.9074992209206016,0.8912863972040296,0.9176619610547879,0.9054825263931398
154,1.0,-1.9616373777389529,-1.6548277139663696,[0.7317929267883301],[0.5072238445281982],[0.5991570949554443],[0.875],[0.13725490196078433],[0.23728813324906645],[0.5416666666666666],[0.053497942386831275],[0.09737827551740103],[0.7916666666666666],[0.12418300653594772],[0.2146892631925692],[0.05334802721538528],[1.0618063059647207e-231],[0.06255237081442688],0.3523460794462986,0.9784175987301267,0.9699003162092101,0.9613747039125858,0.9698975396173076
155,0.0,-1.7384575605392456,-1.6402064561843872,[0.7335054874420166],[0.44575485587120056],[0.554523229598999],[0.7777777777777778],[0.06511627906976744],[0.12017167239403932],[0.3333333333333333],[0.01639344262295082],[0.03124999910644534],[0.7777777777777778],[0.06511627906976744],[0.12017167239403932],[0.023740437879187545],[1.0244914152188952e-231],[-0.019550461631588023],0.9305061894109496,0.533762445988628,0.4837211506365934,0.9507912504322714,0.6560916156858309
156,0.0,-1.832346796989441,-2.3020522594451904,[0.7020554542541504],[0.337874174118042],[0.45619702339172363],[0.7777777777777778],[0.06334841628959276],[0.11715481032264842],[0.3333333333333333],[0.016172506738544475],[0.03084832816621622],[0.7777777777777778],[0.06334841628959276],[0.11715481032264842],[0.025482673686348857],[1.0244914152188952e-231],[-0.09747369376381831],0.7065997511336336,0.8871953816342917,0.8656358175937374,0.635780535422062,0.7962039115500303
157,0.0,-1.596526265144348,-1.563995122909546,[0.7082786560058594],[0.4181475043296814],[0.5258488655090332],[0.8235294117647058],[0.06862745098039216],[0.12669683115906719],[0.5789473684210527],[0.030303030303030304],[0.05759162209136265],[0.7647058823529411],[0.06372549019607843],[0.11764705740341107],[0.02677514745963303],[1.2035620841904511e-231],[-0.02897096573451652],0.8707042396114864,0.9406299345512945,0.9405525713208694,0.9534673776772584,0.9448832945164742
158,0.0,-0.9756139516830444,-1.3095742464065552,[0.7032281756401062],[0.41877809166908264],[0.524946391582489],[0.6111111111111112],[0.052132701421800945],[0.09606986754714825],[0.23529411764705882],[0.011594202898550725],[0.022099446618692994],[0.6111111111111112],[0.052132701421800945],[0.09606986754714825],[0.025225905985327923],[1.0377133938315695e-231],[-0.06452038758189982],0.6831308620151225,0.9337210904559674,0.9161425565742253,0.9278199357687477,0.9258945275996467
159,0.0,-1.0313199758529663,-1.66616952419281,[0.714540958404541],[0.39219900965690613],[0.5064283609390259],[0.8461538461538461],[0.0738255033557047],[0.13580246765965556],[0.3076923076923077],[0.01694915254237288],[0.03212851306656347],[0.7692307692307693],[0.06711409395973154],[0.12345678864730987],[0.041381504203590096],[1.1008876702055895e-231],[-0.10377615793182682],0.029834919205286,0.8949143435933444,0.8615716973607771,0.9697013912862341,0.9087291440801186
160,0.0,-1.6026965379714966,-1.869821310043335,[0.7368625402450562],[0.4019474983215332],[0.5201570987701416],[0.6666666666666666],[0.05442176870748299],[0.10062892942209566],[0.2727272727272727],[0.0125],[0.023904381632037616],[0.6666666666666666],[0.05442176870748299],[0.10062892942209566],[0.02790641444551533],[9.594503055152632e-232],[-0.13665733102382593],0.0522814370496131,0.21575218741802268,0.0792594055250655,0.468027351668792,0.2543463148706267
161,1.0,-1.7485861778259275,-2.080681085586548,[0.6941368579864502],[0.38911616802215576],[0.4986828863620758],[0.8666666666666667],[0.0718232044198895],[0.13265305981101624],[0.35714285714285715],[0.016286644951140065],[0.03115264714084687],[0.8],[0.06629834254143646],[0.12244897817836319],[0.026677321612892487],[1.1988328686372911e-231],[-0.0984083433861378],0.8164771568826404,0.8296720342374624,0.8164186245108301,0.9554610220761901,0.867183893608161
162,1.0,-1.733727216720581,-1.7395128011703491,[0.7509580254554749],[0.4591379761695862],[0.5698611736297607],[0.875],[0.08235294117647059],[0.15053763283616603],[0.4782608695652174],[0.027227722772277228],[0.05152224722430333],[0.8333333333333334],[0.0784313725490196],[0.14336917405480404],[0.044180522565320665],[1.072268715173723e-231],[0.0030248195433016933],0.9695587893512144,0.9692593353256893,0.965457573931751,0.9501156224830477,0.9616108439134959
163,0.0,-2.444641828536988,-2.9564387798309326,[0.7036113739013672],[0.3713178038597107],[0.48610350489616394],[0.7],[0.04516129032258064],[0.08484848370982553],[0.2],[0.007380073800738007],[0.014234874758425076],[0.7],[0.04516129032258064],[0.08484848370982553],[0.01734304543877905],[1.1640469867513693e-231],[-0.13795912697799162],0.2546710793775312,0.8035316005349645,0.7936642930296661,0.9355900280271735,0.8442619738639348
164,1.0,-1.663737654685974,-1.74357271194458,[0.6378456354141235],[0.3998400866985321],[0.49154818058013916],[0.875],[0.07142857142857142],[0.1320754703025988],[0.4],[0.01904761904761905],[0.03636363549586779],[0.8125],[0.0663265306122449],[0.12264150803844785],[0.03435960591133005],[1.1808001696991507e-231],[-0.11132283520871278],0.4423342338176957,0.9159081629126162,0.869942932858992,0.06100463739140649,0.6156185777210049
165,1.0,-1.7343685626983645,-1.4285650253295898,[0.6896816492080688],[0.400788813829422],[0.5069677829742432],[0.9333333333333333],[0.06363636363636363],[0.11914893497510186],[0.4666666666666667],[0.017811704834605598],[0.03431372478193485],[0.9333333333333333],[0.06363636363636363],[0.11914893497510186],[0.02344169971550859],[8.972141065609098e-232],[-0.04286694304818339],0.9498052695164094,0.9825174183016117,0.9810618098128667,0.9376122381965571,0.9670638221036785
166,0.0,-1.5415523052215576,-1.6436430215835571,[0.6961080431938171],[0.40404585003852844],[0.5113095045089722],[0.8333333333333334],[0.06696428571428571],[0.12396694077180521],[0.3333333333333333],[0.014925373134328358],[0.028571427751020433],[0.7777777777777778],[0.0625],[0.11570247796188786],[0.028135418804333925],[1.0244914152188952e-231],[-0.025624279845504416],0.8230544688590512,0.7375048157810811,0.6848412658415192,0.9489294400541971,0.7904251738922659
167,1.0,-1.4550923109054563,-1.6074010133743286,[0.7138057947158813],[0.4278768002986908],[0.5350365042686462],[0.8888888888888888],[0.05405405405405406],[0.10191082694470364],[0.45],[0.017374517374517374],[0.03345724835477676],[0.8888888888888888],[0.05405405405405406],[0.10191082694470364],[0.019860034045772648],[1.1896457329133973e-231],[-0.06035252972744587],0.8516880157110497,0.9334069008885066,0.9190013007687525,0.9515216593113939,0.934643286989551
168,1.0,-2.072223663330078,-2.4032723903656006,[0.7379087805747986],[0.4022786021232605],[0.52069491147995],[1.0],[0.09289617486338798],[0.1699999984445],[0.5625],[0.031141868512110725],[0.05901639244848159],[1.0],[0.09289617486338798],[0.1699999984445],[0.04242675511332228],[1.0518351895246305e-231],[-0.07518153033531205],0.9840934234243922,0.9860427140079718,0.9831641499777675,0.9680295164470603,0.9790787934775999
169,1.0,-1.516047716140747,-1.4996213912963867,[0.6746270656585693],[0.40147215127944946],[0.503381073474884],[0.9333333333333333],[0.05761316872427984],[0.10852713068775915],[0.6428571428571429],[0.020179372197309416],[0.03913043419243857],[0.9333333333333333],[0.05761316872427984],[0.10852713068775915],[0.023143923683119037],[1.0832677820940877e-231],[-0.05677895311225312],0.9871911948768032,0.9775636431636708,0.9745436416906044,0.9145480319858588,0.9555517722800446
170,0.0,-1.564849615097046,-1.357002019882202,[0.7041523456573486],[0.423532098531723],[0.5289265513420105],[0.8333333333333334],[0.03802281368821293],[0.0727272718926281],[0.2727272727272727],[0.006928406466512702],[0.013513513030293824],[0.75],[0.034220532319391636],[0.06545454461990084],[0.01699325707559241],[1.1409851298103347e-231],[-0.10345570181345343],0.8893693825796151,0.9697169789053237,0.9622191229705555,0.9469733756487649,0.9596364925082147
171,1.0,-1.8095768690109253,-1.6072005033493042,[0.705331027507782],[0.4143727421760559],[0.5220487117767334],[0.8947368421052632],[0.0648854961832061],[0.12099644002026318],[0.6666666666666666],[0.02510460251046025],[0.048387096074726854],[0.8947368421052632],[0.0648854961832061],[0.12099644002026318],[0.02150932980135919],[8.614911585158347e-232],[-0.002271188649821676],0.7260540237022612,0.9163607176549036,0.9077621241771573,0.9148652900266168,0.9129960439528926
172,0.0,-1.4371607303619385,-1.620891571044922,[0.7873842716217041],[0.45794883370399475],[0.579092800617218],[0.7142857142857143],[0.07462686567164178],[0.13513513342220598],[0.19047619047619047],[0.012084592145015106],[0.022727271605275108],[0.47619047619047616],[0.04975124378109453],[0.09009008837716098],[0.03496356324175964],[9.893133360884868e-232],[-0.04122992916239632],0.6074765282748403,0.9278142038524761,0.9201019828273941,0.9269841328500382,0.9249667731766361
173,0.0,-1.9462453126907349,-2.4066731929779053,[0.6765865087509155],[0.4246165156364441],[0.5217744708061218],[0.875],[0.06796116504854369],[0.12612612478857238],[0.5333333333333333],[0.021505376344086023],[0.041343668505498476],[0.75],[0.05825242718446602],[0.10810810677055435],[0.026515387490655375],[8.972141065609098e-232],[0.005977508427784772],0.103046084178168,0.7994066086493978,0.803171996591725,0.9329184097230827,0.8451656716547351
174,1.0,-1.5068522691726685,-1.4215052127838137,[0.7448559999465942],[0.43613022565841675],[0.5501406192779541],[0.8571428571428571],[0.09375],[0.16901408272961715],[0.6190476190476191],[0.04113924050632911],[0.07715133414294395],[0.8095238095238095],[0.08854166666666667],[0.15962441136811484],[0.04855685900173327],[9.893133360884868e-232],[0.0157070926771663],0.9745469904593886,0.9687161463532955,0.9669110692916811,0.9475786352471772,0.9610686169640513
175,0.0,-1.6198506355285645,-2.016319513320923,[0.7554388046264648],[0.48623690009117126],[0.5916556715965271],[0.8],[0.0963855421686747],[0.17204300883339116],[0.2916666666666667],[0.027559055118110236],[0.050359710652657784],[0.7],[0.08433734939759036],[0.15053763248930513],[0.043052837573385516],[9.594503055152632e-232],[-0.005521302669972972],0.0214299104305131,0.26566665570910675,0.13552472541784422,0.9441189994670162,0.4484367935313223
176,1.0,-0.9701375365257264,-0.9070910215377808,[0.7541542053222656],[0.40474382042884827],[0.5267750024795532],[1.0],[0.05291005291005291],[0.10050251160829272],[0.7777777777777778],[0.024734982332155476],[0.047945204882013516],[1.0],[0.05291005291005291],[0.10050251160829272],[0.024440457633599012],[1.1896457329133973e-231],[-0.16004935487780725],0.9812425862655914,0.9689064731388206,0.9655380255303817,0.7995273432955576,0.9113239473215867
177,0.0,-1.6287089586257937,-1.979824185371399,[0.731376051902771],[0.44615453481674194],[0.5542221069335938],[0.9],[0.06428571428571428],[0.11999999875555555],[0.5263157894736842],[0.02028397565922921],[0.03906249928535462],[0.75],[0.05357142857142857],[0.09999999875555556],[0.024503566608829762],[1.1200407237786664e-231],[0.02679400608267868],0.5911808434210544,0.9202543927425079,0.924236237729526,0.9020637527076345,0.915518127726556
178,0.0,-1.5581672191619873,-1.7904833555221558,[0.6857325434684753],[0.4093209505081177],[0.5126411318778992],[0.8888888888888888],[0.06896551724137931],[0.12799999866368],[0.3157894736842105],[0.014084507042253521],[0.026966291317358948],[0.8888888888888888],[0.06896551724137931],[0.12799999866368],[0.02220741727737064],[1.1200407237786664e-231],[-0.05101256274123123],0.0406182175356261,0.47722489886349206,0.3248773457202582,0.9344573720149989,0.5788532055329164
179,1.0,-1.3232041597366333,-1.677296161651611,[0.7360948920249939],[0.4687193036079407],[0.5727387070655823],[0.8518518518518519],[0.1564625850340136],[0.2643678134700754],[0.40625],[0.052845528455284556],[0.09352517781895352],[0.8518518518518519],[0.1564625850340136],[0.2643678134700754],[0.07525308871534235],[9.929306298309508e-232],[0.07299156482375235],0.9714217589411456,0.9617857103834585,0.9598097090806065,0.9544661106541447,0.95868717670607
180,0.0,-1.3581571578979492,-1.3697179555892944,[0.731744647026062],[0.4577904939651489],[0.563221275806427],[0.9],[0.0782608695652174],[0.14399999852800002],[0.5789473684210527],[0.028720626631853787],[0.054726367258607474],[0.9],[0.0782608695652174],[0.14399999852800002],[0.036066175137318565],[1.1200407237786664e-231],[0.019645976706894053],0.1355262251654405,0.23976472784186048,0.08385651391932644,0.9647221855093536,0.42944780909018015
181,1.0,-2.1645424365997314,-2.319135427474976,[0.6478329300880432],[0.38048821687698364],[0.4794082045555115],[0.6470588235294118],[0.05527638190954774],[0.10185185040166327],[0.375],[0.018633540372670808],[0.03550295767795248],[0.6470588235294118],[0.05527638190954774],[0.10185185040166327],[0.0181653042688465],[1.2508498911928379e-231],[-0.11087586120803028],0.919659975414202,0.914201148471351,0.9102750375719894,0.965685651015587,0.9300539456863092
182,0.0,-2.5980587005615234,-2.7809090614318848,[0.6600221395492554],[0.40095674991607666],[0.4988606870174408],[0.8],[0.06857142857142857],[0.12631578801939058],[0.3125],[0.017006802721088437],[0.032258063537148836],[0.8],[0.06857142857142857],[0.12631578801939058],[0.029793247062323367],[1.2508498911928379e-231],[-0.0664999583241157],0.5413199962648133,0.714134701467149,0.5952753594456183,0.9181682218446464,0.7425260942524713
183,1.0,-1.802271604537964,-1.5314325094223022,[0.7619640827178955],[0.4420117735862732],[0.559474766254425],[0.9444444444444444],[0.10303030303030303],[0.18579234795305924],[0.5882352941176471],[0.04149377593360996],[0.07751937861396552],[0.9444444444444444],[0.10303030303030303],[0.18579234795305924],[0.05281447839251308],[1.2340561512781763e-231],[0.0013843028285083214],0.320800738465324,0.9251498542067607,0.9099687034176376,0.9358069424050731,0.9236418333431571
