id,src,sys,refs,ref,informativeness,naturalness,quality
661,"inform(name='suites at fisherman 7s wharf',accepts_credit_cards='yes')",Suites at fisherman 7s wharf accepts credit cards .,"['The suites at fisherman 7s wharf accepts credit card -s', 'Suites at fisherman 7s wharf accepts credit card -s .']",The suites at fisherman 7s wharf accepts credit card -s,5.0,5.0,3.0
662,"inform(name='suites at fisherman 7s wharf',phone='4157710200')",The phone number for suites at fisherman 7s wharf is 4157710200 .,"['The suites at fisherman 7s wharf phone number is 4157710200', 'Suites at fisherman 7s wharf phone number is 4157710200']",The suites at fisherman 7s wharf phone number is 4157710200,5.0,5.0,6.0
663,"inform(name='super 8 hotel of san francisco',address='1015 geary st',phone='4156735232')",Super 8 hotel of san francisco is located at 1015 geary st and the phone number is 4156735232 .,"['The address of the super 8 hotel of san francisco is 1015 geary st. and the phone number is 4156735232 .', 'The address for super 8 hotel of san francisco is 1015 geary st. and their phone number is 4156735232 .', ""The super 8 hotel of san francisco 's address is 1015 geary st , and their phone number is 4156735232 .""]",The address of the super 8 hotel of san francisco is 1015 geary st. and the phone number is 4156735232 .,6.0,3.0,5.0
664,"inform(name='super 8 hotel of san francisco',address='1015 geary st',phone='4156735232')",The address of super 8 hotel of san francisco is 1015 geary st. the phone number is 4156735232 .,"['The address of the super 8 hotel of san francisco is 1015 geary st. and the phone number is 4156735232 .', 'The address for super 8 hotel of san francisco is 1015 geary st. and their phone number is 4156735232 .', ""The super 8 hotel of san francisco 's address is 1015 geary st , and their phone number is 4156735232 .""]",The address of the super 8 hotel of san francisco is 1015 geary st. and the phone number is 4156735232 .,5.0,4.0,3.0
665,"inform(name='super 8 hotel of san francisco',area='cathedral hill')",The super 8 hotel of san francisco is in the cathedral hill area .,"['The super 8 hotel of san francisco is in cathedral hill .', 'Super 8 hotel of san francisco is in the area of cathedral hill .', 'There is the super 8 hotel of san francisco in cathedral hill .']",The super 8 hotel of san francisco is in cathedral hill .,6.0,4.0,5.0
666,"inform(name='super 8 san francisco funion square area',dogs_allowed='none',phone='8005369326')","Super 8 san francisco funion square area will not allow dogs . They can be reached at this number , 8005369326 .",['Super 8 san francisco funion square area does not allow dogs and their phone number is 8005369326 .'],Super 8 san francisco funion square area does not allow dogs and their phone number is 8005369326 .,6.0,5.0,5.0
667,"inform(name='super 8 san francisco funion square area',phone='8005369326')",The phone number for super 8 san francisco funion square area is 8005369326 .,"['The phone number for super 8 san francisco funion square area is 8005369326 .', 'The phone number to super 8 san francisco funion square area is 8005369326', 'The phone number of the super 8 san francisco funion square area is 8005369326', 'Phone number for super 8 san francisco funion square area is 8005369326']",The phone number for super 8 san francisco funion square area is 8005369326 .,6.0,4.0,4.0
668,"inform(name='super 8 san francisco funion square area',price_range='inexpensive')",The super 8 san francisco funion square area is in the inexpensive price range .,"['I found super 8 san francisco funion square area that is inexpensive .', 'Super 8 san francisco funion square area is inexpensive', 'The super 8 san francisco funion square area is an inexpensive hotel .', 'Super 8 san francisco funion square area is an inexpensive hotel .', 'I found a super 8 san francisco funion square area that is inexpensive .']",I found super 8 san francisco funion square area that is inexpensive .,6.0,5.0,4.0
669,"inform(name='super 8 san francisco funion square area',price_range='inexpensive',address='415 ofarrell st')","Super 8 san francisco funion square area is inexpensive , and the address is 415 ofarrell st .",['Super 8 san francisco funion square area in an inexpensive hotel located at 415 ofarrell st .'],Super 8 san francisco funion square area in an inexpensive hotel located at 415 ofarrell st .,5.0,6.0,4.0
670,"inform(name='sw hotel',area='chinatown',has_internet='yes')",Sw hotel in the chinatown area has internet .,"['I found a sw hotel in chinatown that has internet', 'Sw hotel is in chinatown and has internet .', 'Sw hotel in chinatown has internet']",I found a sw hotel in chinatown that has internet,6.0,6.0,6.0
671,"inform(name='sw hotel',has_internet='yes',area='chinatown')",Sw hotel in the chinatown area has internet .,"['I found an sw hotel that has internet in chinatown', 'Sw hotel is in chinatown and has internet .']",I found an sw hotel that has internet in chinatown,5.0,5.0,5.0
672,"inform(name='taj campton place',dogs_allowed='yes')",The taj campton place allows dogs .,"['Taj campton place is a hotel that allows dogs .', 'The taj campton place allows dogs .']",Taj campton place is a hotel that allows dogs .,6.0,6.0,5.0
673,"inform(name='taj campton place',type='hotel')",Taj campton place is a nice hotel .,"['Taj campton place is a nice hotel .', 'The taj campton place is a nice hotel .']",Taj campton place is a nice hotel .,3.0,3.0,3.0
674,"inform(name='taj campton place',type='hotel')",The taj campton place is a nice hotel .,"['Taj campton place is a nice hotel .', 'The taj campton place is a nice hotel .']",Taj campton place is a nice hotel .,6.0,5.0,4.0
675,"inform(name='taylor hotel union square',has_internet='yes')",Taylor hotel union square has internet .,['Taylor hotel union square has internet'],Taylor hotel union square has internet,6.0,6.0,4.0
676,"inform(name='the carriage inn',dogs_allowed='no')",The carriage inn does not allow dogs .,"['The carriage inn is a nice hotel that does not allow dogs', 'Dogs are not allowed at the carriage inn .', 'The carriage inn does not allow dogs .']",The carriage inn is a nice hotel that does not allow dogs,5.0,6.0,5.0
677,"inform(name='the carriage inn',has_internet='yes',dogs_allowed='no')","The carriage inn does not allow dogs , has internet access .","['The carriage inn has internet and does not allow dogs .', 'The carriage inn is a nice hotel that has internet and does not allow dogs']",The carriage inn has internet and does not allow dogs .,6.0,6.0,6.0
678,"inform(name='the carriage inn',phone='4155528600')",The phone number for the carriage inn is 4155528600 .,"[""The carriage inn 's phone number is 4155528600"", 'The phone number for the carriage inn is 4155528600 .', 'The carriage inn is a nice hotel and their phone number is 4155528600', 'The phone number of the carriage inn is 4155528600 .']",The carriage inn 's phone number is 4155528600,6.0,6.0,6.0
679,"inform(name='the carriage inn',phone='4155528600')",The phone number of the carriage inn is 4155528600 .,"[""The carriage inn 's phone number is 4155528600"", 'The phone number for the carriage inn is 4155528600 .', 'The carriage inn is a nice hotel and their phone number is 4155528600', 'The phone number of the carriage inn is 4155528600 .']",The carriage inn 's phone number is 4155528600,6.0,6.0,6.0
680,"inform(name='the donatello',has_internet='yes')",The donatello has internet .,['Well there is a hotel with internet access called the donatello .'],Well there is a hotel with internet access called the donatello .,6.0,6.0,3.0
681,"inform(name='the fairmont san francisco',accepts_credit_cards='yes')",The fairmont san francisco does accept credit cards .,"['The fairmont san francisco accepts credit card -s', 'The fairmont san francisco accepts credit card -s .']",The fairmont san francisco accepts credit card -s,6.0,5.0,5.0
682,"inform(name='the fairmont san francisco',dogs_allowed='yes')",The fairmont san francisco allows dogs .,"['The fairmont san francisco does allow dogs .', 'The fairmont san francisco allows dogs .', 'The fairmont san francisco is a hotel that allows dogs .', 'Hotel the fairmont san francisco allows dogs .', 'The fairmont san francisco allows dogs', 'I found the hotel the fairmont san francisco that allows dogs']",The fairmont san francisco does allow dogs .,5.0,6.0,5.0
683,"inform(name='the fairmont san francisco',phone='4157725000')",The phone number for the fairmont san francisco is 4157725000 .,"['The phone number for the fairmont san francisco is 4157725000 .', 'Sure . The phone number of the fairmont san francisco is 4157725000 .', ""The fairmont san francisco 's phone number is 4157725000 ."", 'The fairmont san francisco can be reached at 4157725000']",The phone number for the fairmont san francisco is 4157725000 .,6.0,5.0,5.0
684,"inform(name='the fairmont san francisco',price_range='pricey')",The fairmont san francisco is in the pricey price range .,"['The fairmont san francisco is a pricey hotel', 'The fairmont san francisco is a pricey hotel .']",The fairmont san francisco is a pricey hotel,4.0,5.0,5.0
685,"inform(name='the fairmont san francisco',price_range='pricey',area='nob hill')",The fairmont san francisco is in the nob hill area and it is pricey .,['The fairmont san francisco is a pricey hotel in the nob hill area .'],The fairmont san francisco is a pricey hotel in the nob hill area .,4.0,4.0,4.0
686,"inform(name='the fairmont san francisco',type='hotel')",The fairmont san francisco is a nice hotel .,"['The fairmont san francisco is a hotel', 'The fairmont san francisco is a nice hotel .', 'There is a hotel called the fairmont san francisco .']",The fairmont san francisco is a hotel,6.0,5.0,4.0
687,"inform(name='the good hotel',address='112 7th st')",The address of the good hotel is 112 7th st .,"['The good hotel is located at 112 7th st', 'The good hotel is located at 112 7th st .']",The good hotel is located at 112 7th st,5.0,5.0,5.0
688,"inform(name='the good hotel',has_internet='yes')",The good hotel has internet .,"['The good hotel has internet access .', 'The good hotel has internet']",The good hotel has internet access .,6.0,6.0,5.0
689,"inform(name='the inn san francisco',accepts_credit_cards='yes',near='mission')",The inn san francisco is near mission and accepts credit cards .,"['The inn san francisco is located near mission and they accept credit card -s .', 'The inn san francisco near mission accepts credit card']",The inn san francisco is located near mission and they accept credit card -s .,5.0,4.0,2.0
690,"inform(name='the inn san francisco',address='943 s van ness ave')",The address for the inn san francisco is 943 s van ness ave .,"['The address of the inn san francisco is 943 s van ness ave .', 'The inn san francisco is located at 943 s van ness ave .']",The address of the inn san francisco is 943 s van ness ave .,6.0,5.0,6.0
691,"inform(name='the inn san francisco',has_internet='yes',accepts_credit_cards='yes',near='mission')",The inn san francisco near mission has internet and does accept credit cards .,"['The inn san francisco near mission has internet and does accept credit card -s', 'The inn san francisco is located near mission and they accept credit card -s and internet access .']",The inn san francisco near mission has internet and does accept credit card -s,6.0,6.0,6.0
692,"inform(name='the inn san francisco',has_internet='yes',near='mission')",The inn san francisco is near mission and has internet .,"['I have found the inn san francisco that has internet and is located near the mission .', 'The inn san francisco is near mission and has internet', 'The inn san francisco has internet access and is near mission .', 'The inn san francisco has internet and is near the mission']",I have found the inn san francisco that has internet and is located near the mission .,6.0,6.0,4.0
693,"inform(name='the inn san francisco',near='mission',has_internet='yes')",The inn san francisco is near mission and has internet .,"['The inn san francisco is near mission and has internet .', 'There is a hotel near the mission called the inn san francisco and they have internet access .']",The inn san francisco is near mission and has internet .,3.0,1.0,1.0
694,"inform(name='the inn san francisco',price_range='moderate',phone='4156410188')",The inn san francisco is in the moderate price range and the phone number is 4156410188 .,"['The inn san francisco is moderate -ly priced and their phone number is 4156410188 .', 'The inn san francisco is moderate -ly priced . The phone number is 4156410188 .', 'The inn san francisco is moderate -ly priced . Here is their number 4156410188']",The inn san francisco is moderate -ly priced and their phone number is 4156410188 .,5.0,4.0,5.0
695,"inform(name='the opal',address='1050 van ness ave',phone='8886734711')",The opal is located at 1050 van ness ave and the phone number is 8886734711 .,"['The opal , address 1050 van ness ave. phone 8886734711', 'The opal is located at 1050 van ness ave and the phone number is 8886734711', 'The opal is at 1050 van ness ave. here is their number 8886734711', ""Okay well the opal 's address is 1050 van ness ave and their phone number is 8886734711"", 'The address of the opal is 1050 van ness ave. the phone number is 8886734711 .']","The opal , address 1050 van ness ave. phone 8886734711",6.0,6.0,6.0
696,"inform(name='the opal',area='cathedral hill',price_range='moderate')",The opal in the cathedral hill are is in the moderate price range .,"['Hotel the opal , near cathedral hill . Price range moderate .', 'Yes there is a place called the opal in the area of cathedral hill and they are moderate -ly priced']","Hotel the opal , near cathedral hill . Price range moderate .",5.0,5.0,3.0
697,"inform(name='the orchard hotel',address='665 bush st',phone='4153628878',postcode='94108')","The address of the orchard hotel is 665 bush st. , and the phone number is 4153628878 and the postcode is 94108 .","['The orchard hotel address is 665 bush st , the phone number is 4153628878 and the post code is 94108', 'The orchard hotel is located at 665 bush st. phone number 4153628878 , post code 94108 .', 'Well how about visiting the orchard hotel at 665 bush st and if you want to call them their number is 4153628878 and their postcode is 94108', 'The orchard hotel is located at 665 bush st in postcode 94108. the phone number is 4153628878 .', 'The address of the orchard hotel is 665 bush st , and the phone number is 4153628878 and the postcode is 94108']","The orchard hotel address is 665 bush st , the phone number is 4153628878 and the post code is 94108",6.0,5.0,4.0
698,"inform(name='the orchard hotel',address='665 bush st',phone='4153628878',postcode='94108')","The orchard hotel is located at 665 bush st , 94108. phone number 4153628878 .","['The orchard hotel address is 665 bush st , the phone number is 4153628878 and the post code is 94108', 'The orchard hotel is located at 665 bush st. phone number 4153628878 , post code 94108 .', 'Well how about visiting the orchard hotel at 665 bush st and if you want to call them their number is 4153628878 and their postcode is 94108', 'The orchard hotel is located at 665 bush st in postcode 94108. the phone number is 4153628878 .', 'The address of the orchard hotel is 665 bush st , and the phone number is 4153628878 and the postcode is 94108']","The orchard hotel address is 665 bush st , the phone number is 4153628878 and the post code is 94108",6.0,6.0,5.0
699,"inform(name='the orchard hotel',price_range='moderate')",The orchard hotel is in the moderate price range .,"['The orchard hotel is moderate -ly priced .', 'The orchard hotel is a moderate price range', 'The orchard hotel is in the moderate price range .']",The orchard hotel is moderate -ly priced .,5.0,5.0,5.0
700,"inform(name='the powell hotel',has_internet='yes')",The powell hotel has internet .,"['The powell hotel has internet .', 'The powell hotel has internet']",The powell hotel has internet .,6.0,6.0,5.0
701,"inform(name='the powell hotel',has_internet='yes',accepts_credit_cards='yes')",The powell hotel has internet and accepts credit cards .,"['The powell hotel has internet and accepts credit card -s', 'The powell hotel has internet and accepts credit card -s .']",The powell hotel has internet and accepts credit card -s,6.0,6.0,5.0
702,"inform(name='the powell hotel',phone='4153983200')",The phone number for the powell hotel is 4153983200 .,"['The phone number of the powell hotel is 4153983200', 'The powell hotel phone number is 4153983200', 'The phone number for the powell hotel is 4153983200', 'The number to the powell hotel is 4153983200']",The phone number of the powell hotel is 4153983200,6.0,6.0,5.0
703,"inform(name='the regency inn',has_internet='yes',price_range='inexpensive',dogs_allowed='no')","The regency inn is also inexpensive , has internet and does not allow dogs .","['The regency inn has internet , is inexpensive and does not allow dogs .']","The regency inn has internet , is inexpensive and does not allow dogs .",6.0,6.0,6.0
704,"inform(name='the regency inn',phone='4157767440')",The phone number for the regency inn is 4157767440 .,"['The phone number of the regency inn is 4157767440 .', ""The regency inn 's phone number 4157767440 ."", ""The regency inn 's phone number is 4157767440 .""]",The phone number of the regency inn is 4157767440 .,6.0,6.0,5.0
705,"inform(name='the st regis san francisco',area='financial district south')",The st regis san francisco is in the financial district south area .,"['The st regis san francisco is near the financial district south .', 'The st regis san francisco is located in the financial district south .', 'The st regis san francisco is in the financial district south .', 'The st regis san francisco hotel is locates in financial district south']",The st regis san francisco is near the financial district south .,5.0,4.0,4.0
706,"inform(name='the st regis san francisco',price_range='ultra high end',address='125 3rd st')","The st regis san francisco is ultra high end , and the address is 125 3rd st .","['The st regis san francisco is in the ultra high end price range and the address is 125 3rd st .', 'The address for the st regis san francisco is 125 3rd st and it is an ultra high end hotel .', 'You can find the st regis san francisco hotel on 125 3rd st. the price is ultra high end', 'The st regis san francisco is an ultra high end hotel located at 125 3rd st .']",The st regis san francisco is in the ultra high end price range and the address is 125 3rd st .,6.0,6.0,5.0
707,"inform(name='the tuscan best western plus',address='425 n point st')",The address for the tuscan best western plus is 425 n point st .,"['The address of the tuscan best western plus is 425 n point st .', 'The address of the tuscan best western plus is 425 n point st', 'The tuscan best western plus , address is 425 n point st', 'The tuscan best western plus is at 425 n point st', 'The tuscan best western plus is located at 425 n point st .', 'The tuscan best western plus their address is 425 n point st']",The address of the tuscan best western plus is 425 n point st .,5.0,5.0,5.0
708,"inform(name='the tuscan best western plus',area='north beach')",The tuscan best western plus is in the north beach area .,"['The tuscan best western plus near north beach', 'The tuscan best western plus is in the north beach area .', 'The tuscan best western plus is a hotel in north beach .', 'The tuscan best western plus is situated in north beach .', 'The tuscan best western plus is located in north beach .', 'The tuscan best western plus is in north beach .', 'The tuscan best western plus is a nice hotel in the area of north beach', 'The tuscan best western plus north beach']",The tuscan best western plus near north beach,6.0,6.0,4.0
709,"inform(name='the tuscan best western plus',area='north beach')",The tuscan best western plus is located in the north beach area .,"['The tuscan best western plus near north beach', 'The tuscan best western plus is in the north beach area .', 'The tuscan best western plus is a hotel in north beach .', 'The tuscan best western plus is situated in north beach .', 'The tuscan best western plus is located in north beach .', 'The tuscan best western plus is in north beach .', 'The tuscan best western plus is a nice hotel in the area of north beach', 'The tuscan best western plus north beach']",The tuscan best western plus near north beach,5.0,4.0,4.0
710,"inform(name='the tuscan best western plus',area='north beach',accepts_credit_cards='yes')",The tuscan best western plus is in the area of north beach and accepts credit cards .,"['I am happy to inform you that the tuscan best western plus in north beach does accept credit card -s .', 'The tuscan best western plus located in north beach accepts credit card -s .', 'Yes , the tuscan best western plus in north beach accepts credit card -s .', 'The tuscan best western plus , area north beach , accepts credit card -s']",I am happy to inform you that the tuscan best western plus in north beach does accept credit card -s .,6.0,6.0,6.0
711,"inform(name='the tuscan best western plus',area='north beach',dogs_allowed='none')",There is not any information if the tuscan best western plus in the north beach area allows dogs .,['The tuscan best western plus is in the north beach area and they do not allow dogs .'],The tuscan best western plus is in the north beach area and they do not allow dogs .,5.0,5.0,5.0
712,"inform(name='the tuscan best western plus',has_internet='yes',phone='4155611100')",The tuscan best western plus has internet . The phone number is 4155611100 .,"['The tuscan best western plus does have internet , the phone number is 4155611100 .', 'The tuscan best western plus has internet . The phone number is 4155611100 .']","The tuscan best western plus does have internet , the phone number is 4155611100 .",5.0,3.0,3.0
713,"inform(name='the tuscan best western plus',phone='4155611100')",The phone number for the tuscan best western plus is 4155611100 .,"['The tuscan best western plus can be contacted by number 4155611100', 'The tuscan best western plus may be reached at 4155611100 .', 'The tuscan best western plus , phone is 4155611100', 'The phone number of the tuscan best western plus is 4155611100 .']",The tuscan best western plus can be contacted by number 4155611100,6.0,4.0,5.0
714,"inform(name='the tuscan best western plus',phone='4155611100')",The phone number of the tuscan best western plus is 4155611100 .,"['The tuscan best western plus can be contacted by number 4155611100', 'The tuscan best western plus may be reached at 4155611100 .', 'The tuscan best western plus , phone is 4155611100', 'The phone number of the tuscan best western plus is 4155611100 .']",The tuscan best western plus can be contacted by number 4155611100,6.0,5.0,5.0
715,"inform(name='the westin st francis san francisco on union square',address='335 powell st')",The address for the westin st francis san francisco on union square is 335 powell st .,['The westin st francis san francisco on union square is located at 335 powell st .'],The westin st francis san francisco on union square is located at 335 powell st .,5.0,5.0,5.0
716,"inform(name='the westin st francis san francisco on union square',has_internet='yes')",The westin st francis san francisco on union square has internet .,['The westin st francis san francisco on union square has internet .'],The westin st francis san francisco on union square has internet .,5.0,4.0,3.0
717,"inform(name='the westin st francis san francisco on union square',phone='4153977000')",The phone number of the westin st francis san francisco on union square is 4153977000 .,"[""The westin st francis san francisco on union square 's phone number is 4153977000 .""]",The westin st francis san francisco on union square 's phone number is 4153977000 .,6.0,5.0,3.0
718,"inform(name='the wharf inn',address='2601 mason st')",The address for the wharf inn is 2601 mason st .,"['The address of the wharf inn is 2601 mason st', 'The wharf inn is at 2601 mason st .']",The address of the wharf inn is 2601 mason st,6.0,6.0,6.0
719,"inform(name='the wharf inn',area='fishermans wharf')",The wharf inn is in the fishermans wharf area .,"[""The wharf inn 's postal code is the same as fishermans wharf ."", 'The wharf inn is in fishermans wharf']",The wharf inn 's postal code is the same as fishermans wharf .,5.0,5.0,4.0
720,"inform(name='the wharf inn',area='fishermans wharf',dogs_allowed='yes')",The wharf inn is near fishermans wharf and allows dogs .,"['The wharf inn allows dog in the area of fishermans wharf', 'The wharf inn is near fishermans wharf and does allow dogs .', 'The wharf inn allows dogs and is near fishermans wharf .', 'The wharf inn near fishermans wharf allows dogs', 'The wharf inn is in the fishermans wharf area and allows dogs .', 'Absolutely . The wharf inn at fishermans wharf allows dogs .']",The wharf inn allows dog in the area of fishermans wharf,6.0,5.0,5.0
721,"inform(name='the wharf inn',dogs_allowed='yes')",The wharf inn allows dogs .,"['The wharf inn allows dogs .', 'The wharf inn does allow dogs .', 'The wharf inn allows dogs']",The wharf inn allows dogs .,5.0,4.0,5.0
722,"inform(name='the wharf inn',near='north beach telegraph hill',dogs_allowed='yes')",The wharf inn near north beach telegraph hill allows dogs .,"['The wharf inn is near north beach telegraph hill and allows dogs .', 'The wharf inn near north beach telegraph hill does allow dogs .', 'The wharf inn near north beach telegraph hill allows dogs', 'The wharf inn is a hotel near north beach telegraph hill that allows dogs .', 'Yes , the hotel the wharf inn near north beach telegraph hill allows dogs .', 'I found the hotel the wharf inn near north beach telegraph hill . This hotel allows dogs .', 'The wharf inn near north beach telegraph hill allows dogs .', 'The wharf inn is near north beach telegraph hill and allows dogs', 'The wharf inn is located near north beach telegraph hill that allows dogs', 'The wharf inn , which is near north beach telegraph hill , does allow dogs .']",The wharf inn is near north beach telegraph hill and allows dogs .,6.0,6.0,4.0
723,"inform(name='the wharf inn',phone='4156737411')",The phone number for the wharf inn is 4156737411 .,"[""The wharf inn 's phone number is 4156737411 ."", 'The phone number of the wharf inn is 4156737411', 'The phone number for the wharf inn is 4156737411 .']",The wharf inn 's phone number is 4156737411 .,6.0,5.0,4.0
724,"inform(name='the wharf inn',phone='4156737411',postcode='94133')",The phone number of the wharf inn is 4156737411 and the postcode is 94133 .,"['The wharf inn is 4156737411 and post code 94133', 'The phone number of the wharf inn is 4156737411 and the post code is 94133 .', 'The phone number to the wharf inn is 4156737411 post code 94133', 'The phone number for the wharf inn is 4156737411 , the postcode is 94133 .', 'The wharf inn phone number is 4156737411 and the post code is 94133', 'The wharf inn . 4156737411 , postcode 94133 .', ""The wharf inn 's phone number is 4156737411. the postal code is 94133""]",The wharf inn is 4156737411 and post code 94133,6.0,6.0,6.0
725,"inform(name='the wharf inn',postcode='94133')",The postcode for the wharf inn is 94133 .,"['The wharf inn postcode is 94133', ""The wharf inn 's post code is 94133 .""]",The wharf inn postcode is 94133,6.0,6.0,5.0
726,"inform(name='union hotel',dogs_allowed='none',has_internet='yes',near='mission')","Union hotel does not allow dogs , has internet , and is near mission .",['Union hotel does not allow dogs . It has internet access and is located near mission'],Union hotel does not allow dogs . It has internet access and is located near mission,6.0,6.0,6.0
727,"inform(name='union hotel',has_internet='yes',near='mission')",Union hotel is near mission and has internet .,"['The union hotel is near mission and has internet .', 'Union hotel has internet connection and is near the mission .']",The union hotel is near mission and has internet .,6.0,5.0,5.0
728,"inform(name='union hotel',near='mission')",The union hotel is near mission .,"['There is a union hotel near mission .', 'The union hotel is near the mission .', 'The union hotel is in the area of mission .', 'The union hotel near the mission']",There is a union hotel near mission .,6.0,6.0,5.0
729,"inform(name='union hotel',phone='4155520547')",The phone number for union hotel is 4155520547 .,"['The phone number for union hotel is 4155520547', 'The phone number for union hotel is 4155520547 .', 'The phone number for the union hotel is 4155520547 .']",The phone number for union hotel is 4155520547,6.0,4.0,6.0
730,"inform(name='washington square inn',accepts_credit_cards='yes',area='little italy')",Well there is a hotel in the area of little italy called washington square inn and they accept credit cards .,"['Washington square inn is a hotel in little italy that accepts credit card -s .', 'The washington square inn in little italy accepts credit card -s .', 'Washington square inn is in little italy and accepts credit card -s']",Washington square inn is a hotel in little italy that accepts credit card -s .,6.0,5.0,5.0
731,"inform(name='winsor hotel',price_range='inexpensive')",The winsor hotel is in the inexpensive price range .,"['The winsor hotel is inexpensive .', 'Winsor hotel is an inexpensive one', 'Winsor hotel is an inexpensive one as you wish']",The winsor hotel is inexpensive .,6.0,6.0,6.0
732,"inform(name='worldmark san francisco',phone='4152482800')",The phone number for worldmark san francisco is 4152482800 .,"[""Sure , worldmark san francisco 's phone number is 4152482800 .""]","Sure , worldmark san francisco 's phone number is 4152482800 .",6.0,6.0,5.0
733,"inform(name='worldmark san francisco',price_range='moderate')",The worldmark san francisco is in the moderate price range .,['Worldmark san francisco is also moderate -ly priced .'],Worldmark san francisco is also moderate -ly priced .,5.0,5.0,5.0
734,"inform(name='w san francisco',accepts_credit_cards='yes')",W san francisco accepts credit cards .,['W san francisco accepts credit card -s'],W san francisco accepts credit card -s,4.0,3.0,3.0
735,"inform(name='w san francisco',area='financial district south')",The w san francisco is in the financial district south area .,['W san francisco is in financial district south .'],W san francisco is in financial district south .,3.0,4.0,3.0
736,"inform(name='w san francisco',price_range='pricey',phone='4157775300')",The w san francisco is in the pricey price range and the phone number is 4157775300 .,['W san francisco is pricey . The phone number is 4157775300 .'],W san francisco is pricey . The phone number is 4157775300 .,6.0,2.0,4.0
737,"inform(type='hotel',count='105',price_range='moderate')",There are 105 hotels in the moderate price range .,"['There are 105 hotel -s near you that are moderate -ly priced', 'There are 105 hotel -s near you that are priced moderate -ly', 'I have found 105 hotel -s in the moderate price range .', 'There are 105 hotel -s in the moderate price range that accept credit card -s', '105 hotel -s are moderate -ly priced .', 'There are 105 hotel -s with a moderate price range .', 'There are 105 hotel -s in the moderate price range .', 'There are actually 105 hotel -s to choose from in the moderate price range', 'There are 105 hotel -s in moderate price range .', 'There are 105 hotel -s in the moderate price range', 'I have 105 moderate -ly priced hotel -s to choose from', '105 hotel -s are listed in the moderate price range .', 'There are 105 moderate -ly priced hotel -s .']",There are 105 hotel -s near you that are moderate -ly priced,6.0,6.0,6.0
738,"inform(type='hotel',count='169',has_internet='yes')","The hotel has 169 rooms , has internet and the price range you do not care about .","['There are 169 hotel -s available with internet connectivity .', 'There are 169 hotel -s with internet access', 'The hotel has 169 rooms , has internet and the price range you do not care about .', 'The hotel number 169 has internet avalible', 'There are 169 hotel -s that have internet .', 'There are 169 hotel -s that will provide internet .', 'The hotel has 169 units and has internet .', 'I can find 169 hotel -s that have internet connections .', 'There are 169 hotel -s that have internet access .', 'There are totally 169 hotel -s with internet .', 'There are 169 hotel -s that have a internet connection .', 'I found 169 hotel -s that have internet .', 'There are 169 hotel -s with internet service']",There are 169 hotel -s available with internet connectivity .,5.0,3.0,3.0
739,"inform(type='hotel',count='169',has_internet='yes')",There are 169 hotels that have internet .,"['There are 169 hotel -s available with internet connectivity .', 'There are 169 hotel -s with internet access', 'The hotel has 169 rooms , has internet and the price range you do not care about .', 'The hotel number 169 has internet avalible', 'There are 169 hotel -s that have internet .', 'There are 169 hotel -s that will provide internet .', 'The hotel has 169 units and has internet .', 'I can find 169 hotel -s that have internet connections .', 'There are 169 hotel -s that have internet access .', 'There are totally 169 hotel -s with internet .', 'There are 169 hotel -s that have a internet connection .', 'I found 169 hotel -s that have internet .', 'There are 169 hotel -s with internet service']",There are 169 hotel -s available with internet connectivity .,6.0,6.0,6.0
740,"inform(type='hotel',count='169',has_internet='yes',dogs_allowed=dont_care)",There are 169 hotels available internet and does have internet or not .,"['I found 169 hotel -s that have internet if you have no dog preference .', 'There are 169 hotel -s that will provide internet if you do not care whether dogs are allowed .']",I found 169 hotel -s that have internet if you have no dog preference .,5.0,4.0,4.0
741,"inform(type='hotel',count='169',has_internet='yes',dogs_allowed=dont_care)",There are 169 hotels available internet and have internet .,"['I found 169 hotel -s that have internet if you have no dog preference .', 'There are 169 hotel -s that will provide internet if you do not care whether dogs are allowed .']",I found 169 hotel -s that have internet if you have no dog preference .,4.0,2.0,2.0
