id,src,sys,refs,ref,informativeness,naturalness,quality
206,"inform(name=none,near='X',area='X')",I am sorry there is no information about a in the X area near X .,"['I am sorry , but there are no venues matching your constraints near X , in the X area .', 'There are no venues in the X area near X .']","I am sorry , but there are no venues matching your constraints near X , in the X area .",4.5,4.5,5.0
207,"inform(name=none,type=placetoeat,eattype=restaurant,near='X',food=English)",X is there to visit suggest want restaurant you may am sorry but I know of no venues english restaurant near X .,"['I am sorry but there is no information about a restaurant providing english food near to X', 'There are no restaurants near X which serve english food .']",I am sorry but there is no information about a restaurant providing english food near to X,1.0,1.0,1.0
208,"inform(name='X',area=riverside,eattype=restaurant,food=Fastfood,pricerange=cheap)",X is a reasonably priced fast food restaurant down by river cheap .,"['X is a cheap fast food restaurant near the river .', 'X is a cheap fastfood restaurant located near the riverside .']",X is a cheap fast food restaurant near the river .,6.0,5.0,5.0
209,"inform(name='X',area=riverside,food=Chinese,eattype=restaurant)",X is a chinese restaurant near the river .,"['There is a chinese restaurant on the riverside called X', 'X is a chinese restaurant in the riverside area .']",There is a chinese restaurant on the riverside called X,6.0,5.0,5.0
210,"inform(name='X',area='X',eattype=restaurant,food=Chinese)",There is a chinese restaurant on X called X .,"['X is a chinese restaurant in X', 'X is a chinese restaurant in the X area .']",X is a chinese restaurant in X,2.0,3.0,4.0
211,"inform(name='X',eattype=coffeeshop,eattype=restaurant)",X is a restaurant recommend .,"['X is a cafe restaurant', 'X is a cafe restaurant .']",X is a cafe restaurant,4.0,3.0,3.0
212,"inform(name='X',eattype=restaurant)",X is a restaurant .,['X is a restaurant .'],X is a restaurant .,5.0,5.0,6.0
213,"inform(name='X',eattype=restaurant,addr='X')",X is a restaurant located at X .,"['X is a restaurant located at X .', 'X is a restaurant at X']",X is a restaurant located at X .,6.0,6.0,5.0
214,"inform(name='X',eattype=restaurant,addr='X',phone='X')",X is a restaurant and its phone number is X X .,"['X is a restaurant on X. its phone number is X .', 'X is a restaurant located at X and its phone number is X']",X is a restaurant on X. its phone number is X .,3.0,4.0,4.0
215,"inform(name='X',eattype=restaurant,area=riverside)",X is a restaurant on the riverside .,"['X is a restaurant near the river .', 'X is a restaurant on the riverside .']",X is a restaurant near the river .,6.0,6.0,6.0
216,"inform(name='X',eattype=restaurant,area='X')",X is a restaurant in X .,['X is a restaurant in the X area .'],X is a restaurant in the X area .,6.0,6.0,6.0
217,"inform(name='X',eattype=restaurant,near='X')",X is a restaurant near X .,"['X is a restaurant near the X', 'X is a restaurant near X .']",X is a restaurant near the X,6.0,6.0,6.0
218,"inform(name='X',eattype=restaurant,phone='X')",X is a restaurant its phone number is X .,"['I would suggest X restaurant , which can be reached at X', 'X is a restaurant and its phone number is X .']","I would suggest X restaurant , which can be reached at X",6.0,6.0,6.0
219,"inform(name='X',eattype=restaurant,postcode='X')",X is a restaurant .,"['X is a restaurant in the X postcode .', 'X is a restaurant located in postcode X']",X is a restaurant in the X postcode .,5.0,5.0,6.0
220,"inform(name='X',food=Chinese,eattype=restaurant,area=riverside)",X is a chinese food restaurant down by the river .,"['X is a restaurant near the river and it serves chinese food', 'A chinese restaurant alternative for riverside dining is the X']",X is a restaurant near the river and it serves chinese food,4.0,4.5,4.5
221,"inform(name='X',type=placetoeat,area=citycentre,eattype=restaurant)",X is a restaurant in the centre of town .,"['X is a restaurant in the centre of city .', 'X is a restaurant in the city centre .']",X is a restaurant in the centre of city .,5.0,5.0,5.0
222,"inform(name='X',type=placetoeat,area=citycentre,near='X',eattype=restaurant)",X is a restaurant in the centre of town near X .,"['X is a restaurant near X and the city centre .', 'X is a restaurant near X in the city centre .']",X is a restaurant near X and the city centre .,5.0,5.0,5.0
223,"inform(name='X',type=placetoeat,area=citycentre,near='X',near='X',eattype=restaurant)",X is a restaurant in the centre of town located near X and X .,"['X is a restaurant in the city centre near X and X', 'X is a restaurant in the city centre , located near X and X']",X is a restaurant in the city centre near X and X,4.0,4.0,4.5
224,"inform(name='X',type=placetoeat,area=riverside,eattype=restaurant)",X is a restaurant in the riverside area .,"['X is a restaurant in the riverside area .', 'X is a restaurant near the river .']",X is a restaurant in the riverside area .,5.0,5.0,5.5
225,"inform(name='X',type=placetoeat,area=riverside,near='X',eattype=restaurant)",X is a restaurant on the riverside close to X .,"['X restaurant is near X on the riverside .', 'X is a restaurant in the riverside area , near X .']",X restaurant is near X on the riverside .,3.5,4.5,4.5
226,"inform(name='X',type=placetoeat,area=riverside,near='X',near='X',eattype=restaurant)",X is a restaurant in the riverside area near X and X .,"['X is a restaurant in the riverside , near X and X', 'X is a riverside area restaurant near X and X .']","X is a restaurant in the riverside , near X and X",6.0,5.0,4.5
227,"inform(name='X',type=placetoeat,area='X',area='X',eattype=restaurant)",X is a restaurant near X and X .,"['X is a restaurant in the X and X area .', 'X is a restaurant in the X and X areas .']",X is a restaurant in the X and X area .,4.0,4.5,2.0
228,"inform(name='X',type=placetoeat,area='X',eattype=restaurant)",X is a restaurant in X .,"['I recommend X restaurant in X', 'X is a restaurant in X .']",I recommend X restaurant in X,5.5,5.5,5.0
229,"inform(name='X',type=placetoeat,area='X',eattype=restaurant,pricerange=moderate)",X is a moderately priced indian restaurant in X .,"['X is a restaurant in the moderate price range in the X area .', 'I recommend X a moderately priced restaurant in X']",X is a restaurant in the moderate price range in the X area .,5.5,6.0,5.5
230,"inform(name='X',type=placetoeat,area='X',near='X',eattype=restaurant)","X is a restaurant in X , near to X .","['X is a restaurant in the X area near X .', 'X is a restaurant in X near X']",X is a restaurant in the X area near X .,5.5,5.5,5.5
231,"inform(name='X',type=placetoeat,area='X',near='X',near='X',eattype=restaurant)",X is a restaurant in X on and to X .,"['I recommend X a restaurant near X and X in X', 'X is a restaurant in the X area near X and X .']",I recommend X a restaurant near X and X in X,3.5,2.5,3.0
232,"inform(name='X',type=placetoeat,area='X',pricerange=expensive,eattype=restaurant)",X is a restaurant in X if you are seeking something expensive .,"['X is an expensive restaurant in the X area .', 'X is an expensive restaurant in X']",X is an expensive restaurant in the X area .,6.0,5.5,6.0
233,"inform(name='X',type=placetoeat,area='X',pricerange=moderate,eattype=restaurant)",X is a restaurant in X with a moderately priced menu .,"['May I suggest the X ? It is a moderately priced restaurant near X .', 'X is a moderately priced restaurant in X']",May I suggest the X ? It is a moderately priced restaurant near X .,5.5,5.5,5.5
234,"inform(name='X',type=placetoeat,eattype=restaurant)",X is a restaurant .,['X is a restaurant .'],X is a restaurant .,6.0,6.0,6.0
235,"inform(name='X',type=placetoeat,eattype=restaurant,area=citycentre)",X is a restaurant in the city centre .,"['X is a restaurant in the city centre .', 'X is a restaurant in the centre of town .']",X is a restaurant in the city centre .,5.0,6.0,6.0
236,"inform(name='X',type=placetoeat,eattype=restaurant,area=citycentre,food='Cafe food',food=English)",X is an english cafe food restaurant in the city centre .,"['X is an english cafe food restaurant in the city centre .', 'X is a restaurant that serves cafe and english food in the city centre .']",X is an english cafe food restaurant in the city centre .,6.0,5.0,4.0
237,"inform(name='X',type=placetoeat,eattype=restaurant,area=citycentre,food=Chinese)",X is a chinese restaurant in the city centre .,"['X is a chinese restaurant in the city centre area .', 'X is a chinese restaurant near the centre of town .']",X is a chinese restaurant in the city centre area .,4.0,5.0,5.0
238,"inform(name='X',type=placetoeat,eattype=restaurant,area=citycentre,food='Chinese takeaway',food=Japanese)",X is a japanese restaurant in the city centre that offers chinese takeaway .,"['X is a japanese restaurant in the centre of the city that offers chinese takeaway .', 'The X is a restaurant located in the centre of town having japanese food and chinese food for takeaway .']",X is a japanese restaurant in the centre of the city that offers chinese takeaway .,6.0,4.0,5.0
239,"inform(name='X',type=placetoeat,eattype=restaurant,area=citycentre,food=Italian,food='Takeaway pizza')",X is an italian restaurant that provides takeaway pizza in the centre of town .,"['I would suggest X , an italian restaurant in the city centre offering takeaway pizza', 'X is an italian restaurant that provides takeaway pizza in the city centre area .']","I would suggest X , an italian restaurant in the city centre offering takeaway pizza",6.0,6.0,6.0
240,"inform(name='X',type=placetoeat,eattype=restaurant,area=citycentre,near='X')",X is a restaurant in citycentre and X .,"[""X is a restaurant located near X in the city 's centre ."", 'X is a restaurant near X in the centre of town .']",X is a restaurant located near X in the city 's centre .,5.0,5.0,4.0
241,"inform(name='X',type=placetoeat,eattype=restaurant,area=citycentre,near='X',food='Cafe food',food=English)",X is an english cafe food restaurant in the city centre area and .,"['X is an english and cafe food restaurant in the city centre near X', 'X is a restaurant in the city centre located near X that offers english cuisine and cafe food .']",X is an english and cafe food restaurant in the city centre near X,3.5,3.0,2.5
242,"inform(name='X',type=placetoeat,eattype=restaurant,area=citycentre,near='X',food=Chinese)",X is a chinese food restaurant and is located in the centre of town area city .,"['X is a chinese restaurant near X located in the city centre area .', 'X is a chinese restaurant in the city centre near X .']",X is a chinese restaurant near X located in the city centre area .,6.0,5.0,5.0
243,"inform(name='X',type=placetoeat,eattype=restaurant,area=citycentre,near='X',food='Chinese takeaway',food=Japanese)",X is a japanese food and chinese takeaway restaurant in the city centre area near X .,"['X is a restaurant in the city centre near X and it serves japanese food and chinese takeaway food .', 'X is a chinese takeaway and japanese restaurant in the city centre near X']",X is a restaurant in the city centre near X and it serves japanese food and chinese takeaway food .,4.0,4.0,2.0
244,"inform(name='X',type=placetoeat,eattype=restaurant,area=citycentre,near='X',food=Italian)",X is an italian restaurant in the city centre area near X .,"['X is an italian restaurant in the city centre near X .', 'X is an italian restaurant in the city centre near X']",X is an italian restaurant in the city centre near X .,4.5,4.5,4.0
245,"inform(name='X',type=placetoeat,eattype=restaurant,area=citycentre,near='X',food=Italian,food='Takeaway pizza')","X is an italian restaurant in the city centre area near X , and it take-away take takeaway .","['I recommend X a restaurant near X in the city centre that specialises in take away pizza and italian food .', 'X is a restaurant offering italian food and takeaway pizza in the center of the city near X .']",I recommend X a restaurant near X in the city centre that specialises in take away pizza and italian food .,2.0,2.0,3.0
246,"inform(name='X',type=placetoeat,eattype=restaurant,area=citycentre,near='X',near='X')",X is a restaurant in the centre of town near X and X .,"['X is a restaurant in the city center , near X and X .', 'The restaurant X is in the centre of the city near X and X']","X is a restaurant in the city center , near X and X .",4.0,5.0,4.5
247,"inform(name='X',type=placetoeat,eattype=restaurant,area=citycentre,near='X',near='X',food='Chinese takeaway')","X is an chinese takeaway restaurant in the city centre , located near X and X .","['X is a restaurant providing chinese takeaway in the centre of town , near X and X .', 'X is a chinese food takeaway restaurant in the city centre near X and X']","X is a restaurant providing chinese takeaway in the centre of town , near X and X .",5.0,5.0,5.0
248,"inform(name='X',type=placetoeat,eattype=restaurant,area=citycentre,near='X',near='X',food=Italian)","X is an italian restaurant in the city centre area near X , and X .","['X is an italian restaurant in the city centre near X and X .', 'X is an italian restaurant located near X and X in the city centre .']",X is an italian restaurant in the city centre near X and X .,6.0,6.0,6.0
249,"inform(name='X',type=placetoeat,eattype=restaurant,area=citycentre,pricerange=cheap,near='X',near='X')","X is a restaurant in the cheap price range , the city area near X , and X .","['X is an affordable restaurant located near X and X in the center of the city .', 'X is a cheap restaurant in the city centre , near X and X .']",X is an affordable restaurant located near X and X in the center of the city .,6.0,6.0,5.0
250,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside)",X is a restaurant near the river .,"['X is a restaurant by the river .', 'X is a restaurant in the riverside area .']",X is a restaurant by the river .,5.0,4.5,5.0
251,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,area=citycentre,near='X',food=Chinese)","X is a chinese food restaurant , is located in the city centre and near on riverside areas near X .","['X is a restaurant serving chinese food on the riverside and also in the centre of the city near X', 'X is a chinese restaurant in the city centre and riverside area near X .']",X is a restaurant serving chinese food on the riverside and also in the centre of the city near X,4.5,3.0,3.5
252,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,area=citycentre,near='X',near='X')","X is a restaurant on the city centre , riverside area and X .","['X is a restaurant in the centre of town and riverside near X and X .', 'X is a restaurant in the centre of town , on the riverside , near to X and X']",X is a restaurant in the centre of town and riverside near X and X .,4.0,5.0,5.0
253,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,area='X',near='X')",X is a restaurant in X on the river to area near X .,"['X is a restaurant in the X and riverside area near X .', 'X is a riverfront restaurant near X and X']",X is a restaurant in the X and riverside area near X .,3.5,2.0,2.0
254,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,area='X',near='X',near='X')",X is a restaurant in X on the river to X and X .,"['X is a restaurant at the side of the river near X and X in the area of X', 'X is a restaurant in the X and riverside area near X and X .']",X is a restaurant at the side of the river near X and X in the area of X,4.0,2.5,2.5
255,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,food=Chinese)",X is a chinese restaurant near the river .,"['X is a chinese food restaurant in the riverside area .', 'X is a chinese restaurant in the riverside area .']",X is a chinese food restaurant in the riverside area .,5.0,5.0,6.0
256,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,food='Chinese takeaway',food=Takeaway)",X is a chinese food takeaway restaurant with restaurant on the riverside .,"['X is a restaurant in the riverside area which serves chinese takeaway food', 'X is a take-out chinese restaurant located by the riverside .']",X is a restaurant in the riverside area which serves chinese takeaway food,6.0,5.0,4.0
257,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,food=Fastfood)",X is a fast food restaurant in the riverside area .,"['X is a fastfood restaurant in the riverside area', 'X is a restaurant in the riverside area which serves fast food']",X is a fastfood restaurant in the riverside area,6.0,6.0,6.0
258,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,food=French)",X is a french restaurant in the riverside area .,"['X is a french restaurant on the riverside .', 'X is a french restaurant in the riverside area .']",X is a french restaurant on the riverside .,5.0,6.0,6.0
259,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,food=Indian)",X is an indian restaurant which service the riverside area .,"['X is an indian restaurant in the riverside .', 'X is an indian restaurant in the riverside area .']",X is an indian restaurant in the riverside .,5.0,3.0,3.0
260,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,food=Indian,food='Indian takeaway')",X is an indian restaurant that provides indian takeaway riverside .,"['X is an indian restaurant which offers take-out service located near the riverside .', 'X is an indian restaurant that provides indian takeaway in the riverside area .']",X is an indian restaurant which offers take-out service located near the riverside .,6.0,5.0,2.0
261,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,food=Italian)",X is an italian restaurant near riverside area .,['X is an italian restaurant in the riverside area .'],X is an italian restaurant in the riverside area .,5.0,6.0,5.0
262,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,food=Italian,food='Takeaway pizza')",X is an italian restaurant in the riverside area takeaway .,"['X is an italian restaurant in the riverside area , providing take-away pizza .', 'X is an italian restaurant near the river serving takeaway pizza too .']","X is an italian restaurant in the riverside area , providing take-away pizza .",4.0,3.0,3.0
263,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,near='X')",X is a restaurant in the riverside area near X .,"['X is a restaurant in the riverside area near X .', 'I would recommend X a restaurant near X in the riverside']",X is a restaurant in the riverside area near X .,6.0,6.0,6.0
264,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,near='X',food=Chinese)",X is a chinese restaurant on the riverside area near X .,"['X is a chinese restaurant in the riverside near X', 'X is a chinese restaurant near the river and X .']",X is a chinese restaurant in the riverside near X,6.0,5.5,5.5
265,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,near='X',food=French)",X is a french restaurant in the riverside area near X .,"['X is a french restaurant in the riverside area near X .', 'X is a restaurant in the riverside area that serves french food . It is near the X']",X is a french restaurant in the riverside area near X .,6.0,5.5,5.5
266,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,near='X',food=Indian,food='Indian takeaway')",X is an indian restaurant which offers take-out service located area near X that takeaway .,"['X is an indian food restaurant with indian food take out in the riverside near X', 'X is an indian restaurant that provides indian takeaway in the riverside area near X .']",X is an indian food restaurant with indian food take out in the riverside near X,3.0,3.0,3.0
267,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,near='X',food=Italian)","X is an italian restaurant in the riverside area , near X .","['X is a restaurant in the riverside area near the X that serves italian food .', 'X is an italian restaurant in the riverside area near X .']",X is a restaurant in the riverside area near the X that serves italian food .,6.0,6.0,5.5
268,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,near='X',food=Seafood)",X is a seafood restaurant on the riverside area near X .,"['X is a seafood restaurant near the X section of the riverside area of town .', 'X is a seafood restaurant in the riverside area near X .']",X is a seafood restaurant near the X section of the riverside area of town .,2.0,3.0,4.0
269,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,near='X',near='X')",X is a high-end restaurant located on the riverside close to X it is near X .,"['Close to both the X and X you will find the riverside restaurant , the X', 'X is a restaurant in the riverside area near X and X .']","Close to both the X and X you will find the riverside restaurant , the X",6.0,5.0,5.0
270,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,near='X',near='X',food=Chinese)","X is a chinese food restaurant in the riverside area , near X and X .","['X is a chinese restaurant in the riverside area near X and X .', 'X is a chinese food restaurant and is located in the riverside area near X and X']",X is a chinese restaurant in the riverside area near X and X .,4.0,2.0,4.0
271,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,near='X',near='X',food=Fastfood)",X is a fastfood restaurant at the riverside area near X and X .,"['X is a fast food restaurant on the riverside near X and X', 'X is a fast food restaurant in the riverside area near X , and X .']",X is a fast food restaurant on the riverside near X and X,6.0,5.0,4.0
272,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,near='X',near='X',food=French)","X is a french restaurant in the riverside area near X , and X .","['X is a french restaurant in the riverside area near X and X .', 'X is a french restaurant in the riverside , close to X and X']",X is a french restaurant in the riverside area near X and X .,6.0,6.0,4.0
273,"inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,near='X',near='X',food=Italian)",X is an italian restaurant in the riverside area near X and X .,"['X is an italian restaurant in the riverside area , near X and X .', 'X is an italian restaurant in the riverside area near X and X']","X is an italian restaurant in the riverside area , near X and X .",6.0,5.0,4.0
274,"inform(name='X',type=placetoeat,eattype=restaurant,area='X')",X is a restaurant in X .,['X is a restaurant in the X area .'],X is a restaurant in the X area .,5.0,5.0,5.5
275,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',area=riverside,near='X',food=Indian)",X is an indian restaurant in X and riverside area near X .,"['X is an indian restaurant in the X and riverside areas near X .', 'X is a restaurant in X on the river near to X providing indian food .']",X is an indian restaurant in the X and riverside areas near X .,2.0,3.0,2.0
276,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',area='X')",X is a restaurant in X and X .,"['X is a restaurant in the X and X area .', 'X is a restaurant near X and X']",X is a restaurant in the X and X area .,5.5,4.0,4.5
277,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',area='X',food=Indian)",X is an indian restaurant in X and X .,"['X is an indian restaurant in the X and X areas .', 'X is an indian restaurant in X near X']",X is an indian restaurant in the X and X areas .,4.0,5.0,5.0
278,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',food=Chinese)",X is a chinese restaurant in X .,"['I would suggest X , a chinese restaurant in X', 'May I suggest the X restaurant ? It is a chinese food restaurant near X .']","I would suggest X , a chinese restaurant in X",1.0,5.0,5.0
279,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',food='Chinese takeaway',food=Fusion)",X is a chinese fusion takeaway restaurant in X .,"['I would guess X in X , a fusion restaurant that offers chinese takeaway .', 'X is a fusion restaurant that provides chinese takeaway in the X area .']","I would guess X in X , a fusion restaurant that offers chinese takeaway .",6.0,6.0,6.0
280,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',food=Contemporary,food=English)",X is a contemporary english restaurant in X .,"[""How about X it 's a restaurant in X that serves contemporary english food ."", 'X is a restaurant in X serving both english food and contemporary food .']",How about X it 's a restaurant in X that serves contemporary english food .,6.0,6.0,6.0
281,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',food=Continental,food=French)",X is a french and continental restaurant in X .,"['The restaurant X serves french and continental food in the X area .', 'X is a french and continental restaurant near X']",The restaurant X serves french and continental food in the X area .,2.0,5.0,2.0
282,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',food=Indian)",X is an indian restaurant in the X area .,"['X is a restaurant in X which serves indian food .', 'I recommend X , an indian restaurant that can be found in X']",X is a restaurant in X which serves indian food .,6.0,6.0,6.0
283,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',food=Indian,food='Indian takeaway')",X is an indian restaurant that provides takeaway in the X area .,"['X is an indian restaurant in the X area that offers indian food to take away .', 'X is a restaurant in X and it serves indian food and indian takeaway too .']",X is an indian restaurant in the X area that offers indian food to take away .,6.0,6.0,5.0
284,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',food=Italian)",X is an italian restaurant in X .,"['X is a restaurant that serves italian food in the X area .', 'X is an italian restaurant in X']",X is a restaurant that serves italian food in the X area .,6.0,6.0,5.0
285,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',near='X')","X is a restaurant in X , near to X .","['X is a restaurant near X in the X area .', 'X is a restaurant in the X area near X .']",X is a restaurant near X in the X area .,5.5,5.0,5.0
286,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',near='X',food=Chinese)","X is a chinese restaurant in X , near X .","['X is a restaurant in X near X providing chinese food .', 'X is a chinese restaurant in the X area near X .']",X is a restaurant in X near X providing chinese food .,5.5,6.0,5.5
287,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',near='X',food=Contemporary,food=English)",X is an english restaurant in X that serves contemporary food near X .,"['X is an english restaurant that serves contemporary food in the X area near X .', 'X is a restaurant located in X serving fashionable and english-style food , and is located near X']",X is an english restaurant that serves contemporary food in the X area near X .,5.0,3.0,4.0
288,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',near='X',food=Indian,food='Indian takeaway')",X is a restaurant and indian takeaway in the X area .,"['X is an indian restaurant that provides indian takeaway in the X area near X .', 'X is an indian and indian takeaway restaurant in X near X']",X is an indian restaurant that provides indian takeaway in the X area near X .,4.0,2.0,2.0
289,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',near='X',near='X')","X is a restaurant in X , near to X and X .","['X is a restaurant in the X area , near X and X .', 'I recommend the restaurant X near X and X in X']","X is a restaurant in the X area , near X and X .",5.0,4.5,4.0
290,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',near='X',near='X',food=Italian)",X is an italian restaurant in X near to X and X .,"['X is an italian restaurant in X near X and X', 'X is an italian restaurant in X , near X and X .']",X is an italian restaurant in X near X and X,2.0,3.0,2.0
291,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',pricerange=expensive,food=Continental,food=French)",X is an expensive french continental restaurant in X .,"['X is a restaurant that serves french food and in X though they serve continental food , they are in the expensive pricerange .', 'If you feel like french continental cuisine , there is an upscale bistro over near X called X that would do nicely .']","X is a restaurant that serves french food and in X though they serve continental food , they are in the expensive pricerange .",4.0,2.0,3.5
292,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',pricerange=moderate)",X is a restaurant in the moderate price range located in the X area .,"['X is a moderately priced restaurant in the X area .', 'X is a restaurant in the X area , in the moderate price range']",X is a moderately priced restaurant in the X area .,6.0,6.0,5.5
293,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',pricerange=moderate,food=Indian)",X is a moderately priced indian restaurant in X .,"['X is a moderately priced indian restaurant located in the X area .', 'X is an indian restaurant in the moderate price range located in the X area .']",X is a moderately priced indian restaurant located in the X area .,5.0,5.0,5.0
294,"inform(name='X',type=placetoeat,eattype=restaurant,area='X',pricerange=moderate,near='X',near='X')","X is a restaurant in X , near to X and X in the moderate price range .","['X is a restaurant in the X area , near X and X. they have a moderate price range .', 'X is an inexpensive restaurant located close to X and close to X in the X locality .']","X is a restaurant in the X area , near X and X. they have a moderate price range .",4.0,4.0,5.0
295,"inform(name='X',type=placetoeat,eattype=restaurant,food='Cafe food',food=English)",X is a restaurant that serves italian serving fashionable and it english cafe food .,"['X restaurant is a cafe which serves english food .', 'X is a restaurant specialising in english cafe food .']",X restaurant is a cafe which serves english food .,3.0,1.0,1.0
296,"inform(name='X',type=placetoeat,eattype=restaurant,food=Chinese)",X is a chinese restaurant .,"['X is a restaurant and serves chinese food', 'I recommend X a chinese restaurant']",X is a restaurant and serves chinese food,1.0,1.0,1.0
297,"inform(name='X',type=placetoeat,eattype=restaurant,food='Chinese takeaway',food=Fusion)",X is a chinese fusion takeaway restaurant .,"['I recommend X a fusion restaurant that offers chinese take away', 'X is a fusion restaurant that provides chinese takeaway .']",I recommend X a fusion restaurant that offers chinese take away,3.0,5.0,5.0
298,"inform(name='X',type=placetoeat,eattype=restaurant,food='Chinese takeaway',food=Japanese)",X is a japanese restaurant that provides chinese takeaway .,"['I would suggest X , a japanese restaurant offering chinese takeaway .', 'X is a japanese restaurant that provides chinese takeaway .']","I would suggest X , a japanese restaurant offering chinese takeaway .",4.0,2.0,2.0
299,"inform(name='X',type=placetoeat,eattype=restaurant,food='Chinese takeaway',food=Takeaway)",X is a restaurant that serves italian food and chinese takeaway food takeaway .,"['The X restaurant is a chinese takeaway restaurant .', 'X is a restaurant that serves take away food including chinese takeaway .']",The X restaurant is a chinese takeaway restaurant .,4.0,3.0,3.0
300,"inform(name='X',type=placetoeat,eattype=restaurant,food=Continental,food=French)",X is a restaurant that serves french and continental .,"['X is a restaurant providing french and continental food .', 'X is a continental restaurant serving french food']",X is a restaurant providing french and continental food .,6.0,6.0,5.0
301,"inform(name='X',type=placetoeat,eattype=restaurant,food=Fastfood)",X is a fast food restaurant .,"['X is a restaurant providing fast food .', 'X is a fast food restaurant .']",X is a restaurant providing fast food .,6.0,4.0,5.0
302,"inform(name='X',type=placetoeat,eattype=restaurant,food=Indian)",X is a restaurant that serves indian food .,['X is an indian restaurant .'],X is an indian restaurant .,6.0,6.0,6.0
303,"inform(name='X',type=placetoeat,eattype=restaurant,food=Italian)",X is an italian restaurant .,"['X is a restaurant that serves italian food .', 'I recommend X restaurant for italian food']",X is a restaurant that serves italian food .,6.0,6.0,6.0
304,"inform(name='X',type=placetoeat,eattype=restaurant,food=Italian,food='Takeaway pizza')",X is an italian take-out restaurant that provides takeaway pizza .,"['X is an italian restaurant that provides takeaway pizza .', 'X is a takeaway restaurant where you can find italian food .']",X is an italian restaurant that provides takeaway pizza .,6.0,6.0,5.0
305,"inform(name='X',type=placetoeat,eattype=restaurant,food=Seafood)",X is a seafood restaurant .,"['X is a seafood restaurant .', 'X is a restaurant providing seafood .']",X is a seafood restaurant .,6.0,5.0,6.0
306,"inform(name='X',type=placetoeat,eattype=restaurant,near='X')",X is a restaurant near X .,"['X is a restaurant near X', 'You may want to visit X restaurant near X .']",X is a restaurant near X,5.5,5.0,5.0
307,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',area=citycentre)",X is a restaurant in the centre of town located near X .,"['I would recommend the restaurant X in the city centre near X', 'X is a restaurant in the city centre near X .']",I would recommend the restaurant X in the city centre near X,5.5,3.5,2.0
308,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',area=citycentre,area=riverside)",X is a restaurant in the centre of town and riverside area near X .,"['X is a restaurant in the city centre , near the riverside and X', 'X is a restaurant in the city centre and riverside area near X .']","X is a restaurant in the city centre , near the riverside and X",5.5,4.0,4.5
309,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',area=citycentre,food='Cafe food',food=English)","X is an english cafe food restaurant in the city centre , near X .","['X is an english restaurant that serves cafe food in the city centre near X .', 'X is an english cafe food restaurant in the city centre area near X']",X is an english restaurant that serves cafe food in the city centre near X .,5.5,4.0,4.5
310,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',area=citycentre,food=Italian)",X is an italian restaurant in the city centre area near X .,"['X is an italian restaurant near X in the city centre .', 'X is an italian restaurant in the city centre area near X .']",X is an italian restaurant near X in the city centre .,5.0,4.5,5.0
